Time,Displacement,Force,Strain 1
7.4,0.5885,0.8417,-0.0083
7.5,0.5965,0.8552,-0.0086
7.6,0.6044,0.8689,-0.009
7.7,0.6124,0.8836,-0.0086
7.8,0.6205,0.8994,-0.0083
7.9,0.6285,0.9166,-0.0077
8,0.6365,0.9347,-0.0079
8.1,0.6445,0.953,-0.0077
8.2,0.6525,0.9719,-0.0072
8.3,0.6605,0.9911,-0.0073
8.4,0.6685,1.0116,-0.0068
8.5,0.6765,1.0323,-0.007
8.6,0.6845,1.0536,-0.0062
8.7,0.6924,1.0751,-0.0059
8.8,0.7005,1.0976,-0.0065
8.9,0.7085,1.121,-0.0058
9,0.7165,1.1445,-0.0054
9.1,0.7245,1.1686,-0.0048
9.2,0.7325,1.1934,-0.0042
9.3,0.7405,1.2186,-0.0041
9.4,0.7485,1.2441,-0.0034
9.5,0.7565,1.2702,-0.0034
9.6,0.7645,1.2968,-0.003
9.7,0.7724,1.3236,-0.0029
9.8,0.7805,1.3518,-0.0025
9.9,0.7885,1.3803,-0.0018
10,0.7965,1.4091,-0.0012
10.1,0.8045,1.4383,-0.001
10.2,0.8124,1.4675,-0.0001
10.3,0.8206,1.4984,-0.0002
10.4,0.8285,1.529,0.0009
10.5,0.8365,1.5604,0.0013
10.6,0.8445,1.5912,0.0017
10.7,0.8524,1.6228,0.0028
10.8,0.8605,1.6557,0.0025
10.9,0.8685,1.6885,0.0044
11,0.8765,1.7223,0.0044
11.1,0.8846,1.7563,0.0048
11.2,0.8925,1.7894,0.0057
11.3,0.9005,1.8243,0.0063
11.4,0.9085,1.8594,0.0076
11.5,0.9165,1.8951,0.0077
11.6,0.9245,1.9305,0.0081
11.7,0.9324,1.9662,0.0098
11.8,0.9406,2.0045,0.0096
11.9,0.9486,2.0408,0.0103
12,0.9565,2.0784,0.011
12.1,0.9645,2.1157,0.0123
12.2,0.9725,2.1538,0.0135
12.3,0.9806,2.1929,0.0133
12.4,0.9885,2.2313,0.0152
12.5,0.9965,2.2706,0.015
12.6,1.0045,2.3102,0.0165
12.7,1.0125,2.3496,0.0173
12.8,1.0206,2.3907,0.0178
12.9,1.0285,2.4313,0.0187
13,1.0366,2.4726,0.0195
13.1,1.0445,2.5134,0.0206
13.2,1.0525,2.5546,0.0218
13.3,1.0606,2.5987,0.0225
13.4,1.0686,2.6405,0.0236
13.5,1.0765,2.6834,0.0246
13.6,1.0845,2.7261,0.0254
13.7,1.0925,2.77,0.0267
13.8,1.1006,2.8149,0.0275
13.9,1.1085,2.8588,0.029
14,1.1164,2.9036,0.0297
14.1,1.1245,2.949,0.0304
14.2,1.1325,2.9942,0.0324
14.3,1.1405,3.0418,0.033
14.4,1.1485,3.0881,0.0345
14.5,1.1565,3.1352,0.0355
14.6,1.1645,3.1822,0.0364
14.7,1.1725,3.2299,0.0378
14.8,1.1806,3.2799,0.0384
14.9,1.1886,3.3281,0.0406
15,1.1966,3.3772,0.0408
15.1,1.2046,3.4262,0.0422
15.2,1.2126,3.4762,0.0438
15.3,1.2206,3.5264,0.0445
15.4,1.2285,3.5765,0.0485
15.5,1.2365,3.6271,0.0714
15.6,1.2446,3.6787,0.0796
15.7,1.2526,3.7294,0.0836
15.8,1.2606,3.782,0.0853
15.9,1.2685,3.8336,0.0866
16,1.2765,3.8863,0.0877
16.1,1.2845,3.9387,0.0882
16.2,1.2925,3.9916,0.0889
16.3,1.3006,4.046,0.0898
16.4,1.3085,4.0992,0.0909
16.5,1.3165,4.1525,0.0916
16.6,1.3245,4.2072,0.0927
16.7,1.3325,4.2631,0.0942
16.8,1.3406,4.3183,0.0948
16.9,1.3485,4.3727,0.0965
17,1.3564,4.428,0.097
17.1,1.3646,4.4842,0.098
17.2,1.3725,4.5397,0.0996
17.3,1.3806,4.5965,0.1007
17.4,1.3885,4.6516,0.1015
17.5,1.3964,4.7085,0.1029
17.6,1.4045,4.7663,0.1041
17.7,1.4125,4.8241,0.1057
17.8,1.4206,4.8821,0.1068
17.9,1.4286,4.9393,0.1088
18,1.4365,4.9967,0.1093
18.1,1.4445,5.0552,0.1112
18.2,1.4525,5.1144,0.1131
18.3,1.4606,5.1733,0.1136
18.4,1.4686,5.2315,0.1161
18.5,1.4765,5.2897,0.1172
18.6,1.4846,5.3499,0.1184
18.7,1.4926,5.4096,0.1205
18.8,1.5006,5.4693,0.1212
18.9,1.5085,5.5283,0.1228
19,1.5165,5.5877,0.1241
19.1,1.5245,5.6485,0.1261
19.2,1.5325,5.7087,0.1278
19.3,1.5405,5.7702,0.1287
19.4,1.5485,5.8309,0.1305
19.5,1.5565,5.8911,0.1319
19.6,1.5646,5.953,0.1336
19.7,1.5725,6.0142,0.1353
19.8,1.5805,6.0761,0.1366
19.9,1.5885,6.1373,0.1387
20,1.5964,6.1982,0.1398
20.1,1.6046,6.262,0.1411
20.2,1.6125,6.3233,0.1427
20.3,1.6205,6.3858,0.1442
20.4,1.6284,6.4472,0.1464
20.5,1.6364,6.51,0.1473
20.6,1.6445,6.5742,0.1487
20.7,1.6525,6.6366,0.1503
20.8,1.6605,6.7001,0.1521
20.9,1.6685,6.7637,0.1544
21,1.6764,6.8265,0.1553
21.1,1.6846,6.8919,0.1566
21.2,1.6925,6.9549,0.1587
21.3,1.7005,7.0191,0.1605
21.4,1.7084,7.0831,0.1626
21.5,1.7164,7.1466,0.1637
21.6,1.7246,7.2137,0.1653
21.7,1.7326,7.278,0.1675
21.8,1.7406,7.3427,0.1688
21.9,1.7485,7.406,0.1705
22,1.7564,7.4707,0.1715
22.1,1.7645,7.5374,0.1735
22.2,1.7725,7.602,0.1759
22.3,1.7805,7.6677,0.1768
22.4,1.7885,7.7331,0.179
22.5,1.7964,7.7974,0.1806
22.6,1.8045,7.8652,0.1822
22.7,1.8125,7.9305,0.1845
22.8,1.8205,7.9969,0.186
22.9,1.8285,8.0622,0.1877
23,1.8364,8.1276,0.1892
23.1,1.8445,8.1962,0.1912
23.2,1.8525,8.2625,0.1935
23.3,1.8605,8.3291,0.1947
23.4,1.8685,8.3953,0.1969
23.5,1.8764,8.4622,0.1989
23.6,1.8845,8.5306,0.2006
23.7,1.8924,8.5972,0.203
23.8,1.9004,8.6647,0.2047
23.9,1.9085,8.7331,0.2064
24,1.9164,8.7991,0.2084
24.1,1.9245,8.8682,0.21
24.2,1.9324,8.9354,0.2121
24.3,1.9404,9.0037,0.2133
24.4,1.9484,9.072,0.2155
24.5,1.9564,9.1396,0.2167
24.6,1.9645,9.2094,0.2188
24.7,1.9725,9.2768,0.221
24.8,1.9804,9.3455,0.2224
24.9,1.9884,9.4142,0.2247
25,1.9964,9.4831,0.2258
25.1,2.0046,9.5534,0.2277
25.2,2.0124,9.6207,0.2297
25.3,2.0204,9.6896,0.2312
25.4,2.0285,9.7596,0.2341
25.5,2.0364,9.8268,0.2356
25.6,2.0445,9.8907,0.2371
25.7,2.0524,9.954,0.2405
25.8,2.0604,10.0246,0.2443
25.9,2.0684,10.0943,0.2469
26,2.0764,10.1634,0.2493
26.1,2.0845,10.2347,0.2518
26.2,2.0926,10.3032,0.2559
26.3,2.1005,10.3713,0.2589
26.4,2.1084,10.4405,0.2619
26.5,2.1164,10.5102,0.2641
26.6,2.1245,10.5808,0.2663
26.7,2.1325,10.6499,0.269
26.8,2.1404,10.7189,0.2706
26.9,2.1485,10.7897,0.273
27,2.1564,10.8594,0.2749
27.1,2.1645,10.9298,0.2769
27.2,2.1724,10.9989,0.2788
27.3,2.1805,11.0693,0.2807
27.4,2.1884,11.139,0.2829
27.5,2.1964,11.2095,0.2848
27.6,2.2045,11.2813,0.2874
27.7,2.2125,11.3512,0.2889
27.8,2.2205,11.4214,0.291
27.9,2.2285,11.4916,0.2932
28,2.2365,11.5622,0.295
28.1,2.2445,11.6334,0.2974
28.2,2.2524,11.7037,0.2993
28.3,2.2604,11.7738,0.3013
28.4,2.2685,11.8461,0.3035
28.5,2.2765,11.9159,0.3056
28.6,2.2845,11.9868,0.3072
28.7,2.2924,12.0563,0.3091
28.8,2.3004,12.1273,0.3118
28.9,2.3084,12.1985,0.3142
29,2.3165,12.2693,0.3161
29.1,2.3245,12.3406,0.3185
29.2,2.3324,12.4109,0.3205
29.3,2.3404,12.4815,0.3223
29.4,2.3485,12.554,0.3255
29.5,2.3565,12.6254,0.3271
29.6,2.3645,12.6954,0.3295
29.7,2.3724,12.7654,0.3317
29.8,2.3803,12.8366,0.3339
29.9,2.3885,12.91,0.3364
30,2.3965,12.9815,0.338
30.1,2.4045,13.0529,0.3408
30.2,2.4124,13.1222,0.3423
30.3,2.4204,13.1936,0.3448
30.4,2.4284,13.2661,0.3471
30.5,2.4365,13.3377,0.3492
30.6,2.4445,13.409,0.3522
30.7,2.4525,13.4796,0.3545
30.8,2.4604,13.549,0.3585
30.9,2.4685,13.6215,0.3613
31,2.4765,13.6937,0.3641
31.1,2.4846,13.7649,0.3668
31.2,2.4925,13.8341,0.3704
31.3,2.5004,13.9032,0.3727
31.4,2.5085,13.9762,0.3759
31.5,2.5165,14.0473,0.3783
31.6,2.5245,14.1181,0.3811
31.7,2.5325,14.1873,0.383
31.8,2.5404,14.2572,0.3859
31.9,2.5485,14.3281,0.389
32,2.5564,14.3985,0.3907
32.1,2.5644,14.4686,0.3941
32.2,2.5725,14.5388,0.3964
32.3,2.5805,14.6071,0.3988
32.4,2.5885,14.6773,0.4019
32.5,2.5965,14.7465,0.4042
32.6,2.6044,14.8157,0.4072
32.7,2.6124,14.8848,0.4097
32.8,2.6204,14.9529,0.4129
32.9,2.6286,15.0235,0.4166
33,2.6366,15.091,0.4206
33.1,2.6445,15.1583,0.4264
33.2,2.6525,15.2255,0.435
33.3,2.6604,15.2921,0.4408
33.4,2.6686,15.3603,0.4463
33.5,2.6765,15.4255,0.4492
33.6,2.6844,15.4908,0.4528
33.7,2.6925,15.5567,0.4564
33.8,2.7004,15.6202,0.4593
33.9,2.7086,15.6865,0.4623
34,2.7166,15.7498,0.4648
34.1,2.7245,15.8117,0.4684
34.2,2.7324,15.8731,0.4711
34.3,2.7404,15.9339,0.4737
34.4,2.7486,15.998,0.4778
34.5,2.7566,16.0569,0.4803
34.6,2.7645,16.1144,0.4836
34.7,2.7725,16.1716,0.487
34.8,2.7804,16.2279,0.4899
34.9,2.7885,16.287,0.4939
35,2.7965,16.3415,0.4968
35.1,2.8045,16.3944,0.5004
35.2,2.8126,16.4474,0.5037
35.3,2.8204,16.4971,0.5073
35.4,2.8285,16.5495,0.511
35.5,2.8365,16.5977,0.5147
35.6,2.8445,16.6443,0.5192
35.7,2.8525,16.6888,0.5238
35.8,2.8604,16.7316,0.5278
35.9,2.8686,16.7765,0.5332
36,2.8765,16.816,0.5373
36.1,2.8845,16.8534,0.5426
36.2,2.8926,16.8897,0.5475
36.3,2.9005,16.922,0.5536
36.4,2.9086,16.9544,0.5604
36.5,2.9165,16.9833,0.5685
36.6,2.9244,17.0102,0.5767
36.7,2.9326,17.036,0.5849
36.8,2.9406,17.0572,0.5929
36.9,2.9486,17.0793,0.6013
37,2.9565,17.0973,0.6101
37.1,2.9645,17.1151,0.6205
37.2,2.9725,17.1309,0.6316
37.3,2.9805,17.1446,0.644
37.4,2.9887,17.1602,0.6562
37.5,2.9966,17.1716,0.6682
37.6,3.0045,17.1834,0.6808
37.7,3.0125,17.1952,0.6932
37.8,3.0205,17.2074,0.7056
37.9,3.0287,17.2196,0.7183
38,3.0366,17.2284,0.7308
38.1,3.0444,17.2368,0.7431
38.2,3.0525,17.2488,0.7552
38.3,3.0605,17.2583,0.7676
38.4,3.0686,17.2692,0.7799
38.5,3.0766,17.2763,0.7913
38.6,3.0845,17.2839,0.8034
38.7,3.0924,17.2932,0.8142
38.8,3.1005,17.3031,0.8253
38.9,3.1086,17.3137,0.8369
39,3.1166,17.3202,0.8477
39.1,3.1245,17.3261,0.8586
39.2,3.1325,17.3339,0.8705
39.3,3.1405,17.3437,0.8813
39.4,3.1486,17.3539,0.8925
39.5,3.1566,17.3607,0.9029
39.6,3.1645,17.3667,0.9141
39.7,3.1726,17.375,0.9245
39.8,3.1806,17.3834,0.9343
39.9,3.1887,17.3919,0.9442
40,3.1966,17.3977,0.9538
40.1,3.2046,17.4046,0.9646
40.2,3.2126,17.4121,0.9751
40.3,3.2205,17.4191,0.9849
40.4,3.2285,17.4288,0.9963
40.5,3.2366,17.4361,1.0066
40.6,3.2445,17.4424,1.0172
40.7,3.2526,17.4489,1.0275
40.8,3.2606,17.4565,1.0364
40.9,3.2686,17.4647,1.0462
41,3.2765,17.4715,1.0554
41.1,3.2844,17.4777,1.0649
41.2,3.2926,17.4868,1.0743
41.3,3.3006,17.4933,1.0837
41.4,3.3086,17.5002,1.0935
41.5,3.3165,17.5061,1.1024
41.6,3.3244,17.5139,1.1111
41.7,3.3326,17.5221,1.1202
41.8,3.3406,17.5289,1.1294
41.9,3.3486,17.5361,1.138
42,3.3565,17.5424,1.1466
42.1,3.3644,17.5485,1.1558
42.2,3.3726,17.557,1.1653
42.3,3.3806,17.5641,1.1737
42.4,3.3886,17.5708,1.1833
42.5,3.3965,17.5761,1.1923
42.6,3.4044,17.5822,1.2008
42.7,3.4126,17.5924,1.2115
42.8,3.4206,17.5997,1.2202
42.9,3.4286,17.6056,1.2303
43,3.4365,17.6097,1.2397
43.1,3.4444,17.6165,1.2495
43.2,3.4525,17.626,1.2596
43.3,3.4606,17.6333,1.2688
43.4,3.4686,17.6399,1.2787
43.5,3.4766,17.6456,1.289
43.6,3.4845,17.6501,1.304
43.7,3.4925,17.6589,1.3168
43.8,3.5005,17.667,1.3256
43.9,3.5085,17.6738,1.3364
44,3.5165,17.6795,1.3462
44.1,3.5244,17.6832,1.3555
44.2,3.5325,17.6925,1.3654
44.3,3.5405,17.6994,1.3745
44.4,3.5485,17.7067,1.3842
44.5,3.5565,17.7124,1.3932
44.6,3.5645,17.7186,1.4026
44.7,3.5726,17.7266,1.4117
44.8,3.5805,17.7331,1.4203
44.9,3.5884,17.7393,1.4295
45,3.5965,17.7463,1.4387
45.1,3.6045,17.7511,1.4474
45.2,3.6126,17.7592,1.4569
45.3,3.6205,17.7647,1.4652
45.4,3.6285,17.7714,1.4746
45.5,3.6365,17.778,1.4832
45.6,3.6444,17.7838,1.492
45.7,3.6527,17.7931,1.5016
45.8,3.6606,17.7982,1.5103
45.9,3.6685,17.8036,1.5191
46,3.6764,17.8094,1.5278
46.1,3.6844,17.8163,1.5368
46.2,3.6926,17.8251,1.546
46.3,3.7006,17.8299,1.5549
46.4,3.7084,17.835,1.5642
46.5,3.7165,17.8427,1.5724
46.6,3.7244,17.8485,1.5818
46.7,3.7326,17.8572,1.591
46.8,3.7406,17.8626,1.5992
46.9,3.7485,17.8673,1.6089
47,3.7564,17.8733,1.6176
47.1,3.7644,17.8792,1.6269
47.2,3.7726,17.8893,1.6362
47.3,3.7806,17.8945,1.645
47.4,3.7885,17.8992,1.6543
47.5,3.7964,17.9047,1.6632
47.6,3.8044,17.9115,1.6729
47.7,3.8125,17.9203,1.6824
47.8,3.8205,17.9259,1.6912
47.9,3.8284,17.9311,1.7005
48,3.8365,17.9371,1.7089
48.1,3.8445,17.9424,1.7193
48.2,3.8525,17.9505,1.729
48.3,3.8605,17.9559,1.7375
48.4,3.8685,17.9622,1.7476
48.5,3.8765,17.9682,1.7562
48.6,3.8845,17.9727,1.766
48.7,3.8925,17.9812,1.776
48.8,3.9005,17.987,1.787
48.9,3.9085,17.9922,1.7965
49,3.9165,17.998,1.806
49.1,3.9245,18.0037,1.816
49.2,3.9325,18.0109,1.8268
49.3,3.9404,18.0165,1.8385
49.4,3.9484,18.0225,1.8492
49.5,3.9565,18.0297,1.8589
49.6,3.9646,18.0348,1.8682
49.7,3.9726,18.0408,1.8789
49.8,3.9804,18.0453,1.8874
49.9,3.9884,18.0518,1.8972
50,3.9964,18.0589,1.9062
50.1,4.0045,18.0657,1.9154
50.2,4.0126,18.0726,1.925
50.3,4.0205,18.0765,1.9337
50.4,4.0284,18.0812,1.9434
50.5,4.0364,18.0887,1.952
50.6,4.0445,18.0959,1.9616
50.7,4.0526,18.1023,1.9705
50.8,4.0605,18.1062,1.9795
50.9,4.0684,18.1105,1.9891
51,4.0765,18.1184,1.9983
51.1,4.0845,18.1249,2.0077
51.2,4.0926,18.1314,2.0174
51.3,4.1005,18.1354,2.0266
51.4,4.1084,18.1399,2.0361
51.5,4.1164,18.1466,2.045
51.6,4.1245,18.1536,2.0548
51.7,4.1325,18.1604,2.0641
51.8,4.1405,18.1648,2.0743
51.9,4.1485,18.1696,2.0847
52,4.1565,18.1749,2.0933
52.1,4.1645,18.1818,2.1033
52.2,4.1725,18.1884,2.1127
52.3,4.1805,18.1929,2.1221
52.4,4.1884,18.1978,2.1319
52.5,4.1965,18.2047,2.1407
52.6,4.2045,18.2104,2.1506
52.7,4.2125,18.2167,2.1595
52.8,4.2205,18.2208,2.1687
52.9,4.2285,18.2265,2.1785
53,4.2365,18.2318,2.1877
53.1,4.2445,18.2377,2.1978
53.2,4.2525,18.2441,2.2082
53.3,4.2605,18.2498,2.2184
53.4,4.2684,18.2545,2.2286
53.5,4.2766,18.2614,2.238
53.6,4.2846,18.2667,2.2479
53.7,4.2925,18.2719,2.2569
53.8,4.3004,18.2767,2.2668
53.9,4.3084,18.2816,2.2765
54,4.3166,18.2898,2.2871
54.1,4.3246,18.2951,2.3008
54.2,4.3326,18.3001,2.3119
54.3,4.3404,18.3033,2.3233
54.4,4.3484,18.3093,2.3346
54.5,4.3566,18.3169,2.3444
54.6,4.3646,18.3221,2.3552
54.7,4.3725,18.3263,2.3654
54.8,4.3805,18.3311,2.3759
54.9,4.3884,18.3355,2.3863
55,4.3965,18.3427,2.396
55.1,4.4046,18.349,2.4062
55.2,4.4126,18.3544,2.4164
55.3,4.4205,18.3579,2.4271
55.4,4.4284,18.3616,2.4369
55.5,4.4366,18.3705,2.4464
55.6,4.4446,18.3753,2.4561
55.7,4.4526,18.3805,2.4656
55.8,4.4605,18.3836,2.4752
55.9,4.4684,18.3884,2.4849
56,4.4765,18.3962,2.4941
56.1,4.4845,18.4017,2.504
56.2,4.4925,18.407,2.5131
56.3,4.5006,18.4121,2.5229
56.4,4.5085,18.415,2.5323
56.5,4.5166,18.4226,2.542
56.6,4.5245,18.4275,2.5517
56.7,4.5325,18.4328,2.5604
56.8,4.5405,18.4377,2.5703
56.9,4.5484,18.4411,2.5807
57,4.5566,18.449,2.5904
57.1,4.5646,18.4538,2.6009
57.2,4.5725,18.4586,2.6101
57.3,4.5805,18.4627,2.6198
57.4,4.5885,18.4676,2.6289
57.5,4.5966,18.4742,2.6381
57.6,4.6045,18.4779,2.6477
57.7,4.6124,18.4826,2.6562
57.8,4.6206,18.4888,2.6655
57.9,4.6285,18.4929,2.6747
58,4.6367,18.4998,2.6843
58.1,4.6446,18.5033,2.6936
58.2,4.6525,18.5078,2.7018
58.3,4.6605,18.513,2.7118
58.4,4.6685,18.5174,2.7205
58.5,4.6766,18.5246,2.7298
58.6,4.6846,18.5287,2.74
58.7,4.6925,18.5331,2.7482
58.8,4.7005,18.5378,2.7589
58.9,4.7085,18.543,2.7684
59,4.7167,18.5493,2.7771
59.1,4.7246,18.5527,2.7868
59.2,4.7325,18.5551,2.7958
59.3,4.7405,18.5617,2.8054
59.4,4.7485,18.5668,2.8146
59.5,4.7566,18.5739,2.8247
59.6,4.7646,18.5776,2.8338
59.7,4.7725,18.5815,2.8426
59.8,4.7805,18.5861,2.8529
59.9,4.7885,18.5909,2.8623
60,4.7966,18.5987,2.8719
60.1,4.8046,18.6026,2.8818
60.2,4.8126,18.6063,2.8916
60.3,4.8206,18.6097,2.9017
60.4,4.8285,18.6144,2.9111
60.5,4.8366,18.6214,2.9213
60.6,4.8446,18.6249,2.9317
60.7,4.8525,18.6285,2.9414
60.8,4.8606,18.634,2.9519
60.9,4.8686,18.638,2.962
61,4.8766,18.6443,2.9715
61.1,4.8845,18.6481,2.9816
61.2,4.8925,18.6523,2.991
61.3,4.9006,18.6568,3.0016
61.4,4.9085,18.6613,3.0108
61.5,4.9166,18.6678,3.0201
61.6,4.9246,18.6715,3.0303
61.7,4.9325,18.6748,3.0392
61.8,4.9406,18.6799,3.0494
61.9,4.9486,18.685,3.059
62,4.9566,18.6898,3.0684
62.1,4.9645,18.693,3.078
62.2,4.9724,18.6968,3.0866
62.3,4.9806,18.704,3.096
62.4,4.9886,18.708,3.1047
62.5,4.9966,18.7127,3.1134
62.6,5.0045,18.7151,3.1225
62.7,5.0124,18.719,3.1314
62.8,5.0205,18.7251,3.1412
62.9,5.0286,18.7309,3.1501
63,5.0367,18.7366,3.1596
63.1,5.0446,18.7389,3.1687
63.2,5.0525,18.7418,3.1775
63.3,5.0605,18.7469,3.1874
63.4,5.0686,18.7526,3.1963
63.5,5.0766,18.7568,3.2059
63.6,5.0845,18.7594,3.2153
63.7,5.0924,18.7621,3.2243
63.8,5.1005,18.7692,3.2345
63.9,5.1086,18.7746,3.2435
64,5.1166,18.7796,3.2533
64.1,5.1246,18.7819,3.2633
64.2,5.1324,18.784,3.2726
64.3,5.1405,18.789,3.2829
64.4,5.1485,18.7947,3.2923
64.5,5.1565,18.7995,3.302
64.6,5.1645,18.8036,3.312
64.7,5.1725,18.8059,3.3215
64.8,5.1805,18.8115,3.3312
64.9,5.1885,18.816,3.3399
65,5.1966,18.821,3.35
65.1,5.2045,18.8233,3.3589
65.2,5.2124,18.8259,3.3689
65.3,5.2206,18.8327,3.3791
65.4,5.2286,18.8376,3.3882
65.5,5.2366,18.8424,3.398
65.6,5.2445,18.8449,3.4069
65.7,5.2525,18.8486,3.4174
65.8,5.2606,18.8537,3.4274
65.9,5.2686,18.8577,3.4366
66,5.2765,18.8618,3.4467
66.1,5.2845,18.8661,3.4564
66.2,5.2925,18.869,3.4661
66.3,5.3006,18.8744,3.4766
66.4,5.3086,18.8782,3.4857
66.5,5.3165,18.8817,3.4958
66.6,5.3245,18.8848,3.5056
66.7,5.3324,18.888,3.5152
66.8,5.3406,18.8956,3.5253
66.9,5.3487,18.8987,3.535
67,5.3566,18.9014,3.546
67.1,5.3644,18.9036,3.5568
67.2,5.3724,18.9076,3.5677
67.3,5.3806,18.9144,3.5787
67.4,5.3886,18.9182,3.589
67.5,5.3965,18.921,3.5996
67.6,5.4045,18.9243,3.6095
67.7,5.4124,18.9267,3.6196
67.8,5.4206,18.9335,3.6304
67.9,5.4286,18.9374,3.6409
68,5.4365,18.9406,3.6518
68.1,5.4445,18.9431,3.661
68.2,5.4523,18.9458,3.672
68.3,5.4605,18.9536,3.6825
68.4,5.4686,18.957,3.6926
68.5,5.4765,18.96,3.7032
68.6,5.4845,18.9627,3.7125
68.7,5.4925,18.9662,3.7237
68.8,5.5005,18.9721,3.7338
68.9,5.5085,18.9754,3.7431
69,5.5164,18.979,3.7539
69.1,5.5245,18.9834,3.7633
69.2,5.5325,18.9853,3.7732
69.3,5.5406,18.991,3.7847
69.4,5.5485,18.994,3.7977
69.5,5.5565,18.9975,3.8106
69.6,5.5645,19.001,3.8208
69.7,5.5725,19.0032,3.832
69.8,5.5806,19.0092,3.8425
69.9,5.5885,19.0124,3.8525
70,5.5964,19.0153,3.8627
70.1,5.6044,19.0186,3.8726
70.2,5.6125,19.0225,3.8823
70.3,5.6206,19.0275,3.8926
70.4,5.6285,19.0292,3.9019
70.5,5.6363,19.0322,3.9121
70.6,5.6445,19.0379,3.922
70.7,5.6525,19.0415,3.9323
70.8,5.6607,19.046,3.9418
70.9,5.6685,19.0478,3.9515
71,5.6764,19.0499,3.9621
71.1,5.6844,19.0535,3.9718
71.2,5.6924,19.0572,3.9827
71.3,5.7006,19.063,3.9929
71.4,5.7086,19.0661,4.0036
71.5,5.7164,19.068,4.0135
71.6,5.7244,19.0718,4.024
71.7,5.7325,19.0766,4.0355
71.8,5.7405,19.081,4.0456
71.9,5.7485,19.0837,4.0566
72,5.7564,19.0862,4.0663
72.1,5.7645,19.0905,4.0763
72.2,5.7725,19.0943,4.0866
72.3,5.7806,19.0989,4.0965
72.4,5.7885,19.1009,4.1061
72.5,5.7965,19.1041,4.1169
72.6,5.8045,19.1073,4.1262
72.7,5.8125,19.1109,4.1361
72.8,5.8205,19.1159,4.1458
72.9,5.8285,19.1186,4.1558
73,5.8365,19.1206,4.1654
73.1,5.8445,19.1234,4.1749
73.2,5.8525,19.1269,4.1851
73.3,5.8605,19.1315,4.1941
73.4,5.8685,19.1341,4.2044
73.5,5.8764,19.1363,4.2134
73.6,5.8846,19.1412,4.2231
73.7,5.8926,19.1439,4.2328
73.8,5.9005,19.1474,4.2424
73.9,5.9084,19.1494,4.2528
74,5.9164,19.1531,4.2619
74.1,5.9245,19.1568,4.2718
74.2,5.9325,19.1608,4.2818
74.3,5.9406,19.1647,4.2909
74.4,5.9485,19.1667,4.3014
74.5,5.9564,19.1691,4.311
74.6,5.9645,19.1732,4.3212
