Time,Displacement,Force,Strain 1
74.7,5.9726,19.1772,4.3313
74.8,5.9805,19.1805,4.3407
74.9,5.9884,19.1821,4.3507
75,5.9963,19.1847,4.3596
75.1,6.0045,19.1903,4.3692
75.2,6.0126,19.1938,4.3792
75.3,6.0206,19.1969,4.388
75.4,6.0285,19.1985,4.3979
75.5,6.0364,19.2008,4.4073
75.6,6.0445,19.2051,4.4171
75.7,6.0525,19.2087,4.4263
75.8,6.0605,19.2122,4.4355
75.9,6.0685,19.2143,4.4456
76,6.0764,19.2166,4.4549
76.1,6.0845,19.2207,4.4645
76.2,6.0926,19.225,4.4742
76.3,6.1006,19.2274,4.4834
76.4,6.1085,19.2293,4.4933
76.5,6.1164,19.2307,4.5025
76.6,6.1245,19.2359,4.5132
76.7,6.1325,19.2399,4.5223
76.8,6.1405,19.2431,4.5324
76.9,6.1485,19.2446,4.5426
77,6.1565,19.2468,4.5515
77.1,6.1645,19.2506,4.5619
77.2,6.1725,19.2535,4.5708
77.3,6.1805,19.2574,4.5807
77.4,6.1885,19.2607,4.5906
77.5,6.1965,19.2625,4.6012
77.6,6.2046,19.2661,4.6113
77.7,6.2125,19.2688,4.6203
77.8,6.2205,19.2719,4.6302
77.9,6.2285,19.2745,4.6397
78,6.2364,19.276,4.6491
78.1,6.2446,19.282,4.6586
78.2,6.2526,19.2846,4.6679
78.3,6.2605,19.2867,4.6771
78.4,6.2685,19.2888,4.6869
78.5,6.2765,19.2916,4.6964
78.6,6.2846,19.2959,4.7064
78.7,6.2926,19.2984,4.7153
78.8,6.3005,19.2999,4.7251
78.9,6.3085,19.3035,4.7346
79,6.3165,19.3059,4.7436
79.1,6.3246,19.3102,4.7542
79.2,6.3326,19.3125,4.7636
79.3,6.3406,19.3147,4.7749
79.4,6.3485,19.3159,4.7854
79.5,6.3564,19.3181,4.7962
79.6,6.3646,19.3246,4.807
79.7,6.3726,19.3271,4.817
79.8,6.3806,19.3287,4.8272
79.9,6.3885,19.3301,4.8369
80,6.3965,19.3329,4.847
80.1,6.4046,19.338,4.8568
80.2,6.4126,19.3399,4.8666
80.3,6.4205,19.3417,4.877
80.4,6.4286,19.3451,4.8859
80.5,6.4365,19.3462,4.8958
80.6,6.4446,19.3517,4.9059
80.7,6.4525,19.3538,4.9155
80.8,6.4605,19.356,4.926
80.9,6.4685,19.358,4.9354
81,6.4765,19.3599,4.9456
81.1,6.4846,19.3653,4.9553
81.2,6.4926,19.3675,4.9657
81.3,6.5005,19.3693,4.9754
81.4,6.5085,19.3712,4.985
81.5,6.5165,19.3735,4.9951
81.6,6.5246,19.3777,5.0045
81.7,6.5325,19.3791,5.0143
81.8,6.5404,19.381,5.0243
81.9,6.5486,19.3847,5.034
82,6.5566,19.3866,5.0445
82.1,6.5647,19.3911,5.0543
82.2,6.5725,19.3917,5.0643
82.3,6.5805,19.3936,5.0739
82.4,6.5885,19.3966,5.084
82.5,6.5965,19.3995,5.0946
82.6,6.6047,19.4036,5.1041
82.7,6.6126,19.4043,5.115
82.8,6.6204,19.4056,5.1253
82.9,6.6285,19.4086,5.1359
83,6.6366,19.4124,5.1471
83.1,6.6447,19.4163,5.1583
83.2,6.6526,19.4169,5.1698
83.3,6.6604,19.4175,5.1803
83.4,6.6685,19.4223,5.1907
83.5,6.6766,19.4247,5.2009
83.6,6.6847,19.4283,5.2106
83.7,6.6926,19.429,5.2216
83.8,6.7005,19.4306,5.2311
83.9,6.7085,19.4338,5.2415
84,6.7165,19.4374,5.2517
84.1,6.7246,19.4417,5.2618
84.2,6.7326,19.443,5.2721
84.3,6.7405,19.4428,5.2817
84.4,6.7485,19.4448,5.2916
84.5,6.7565,19.4486,5.3019
84.6,6.7646,19.4523,5.3119
84.7,6.7726,19.4533,5.3223
84.8,6.7805,19.4536,5.3318
84.9,6.7886,19.4574,5.342
85,6.7966,19.4596,5.3519
85.1,6.8046,19.4633,5.3613
85.2,6.8125,19.4642,5.372
85.3,6.8205,19.4655,5.3816
85.4,6.8285,19.468,5.3918
85.5,6.8365,19.4707,5.4013
85.6,6.8446,19.4742,5.4112
85.7,6.8525,19.4757,5.4212
85.8,6.8605,19.4775,5.4308
85.9,6.8686,19.4805,5.4413
86,6.8766,19.483,5.4499
86.1,6.8846,19.4852,5.4602
86.2,6.8925,19.486,5.47
86.3,6.9004,19.4872,5.4797
86.4,6.9086,19.4927,5.4905
86.5,6.9166,19.4949,5.4999
86.6,6.9246,19.4967,5.5104
86.7,6.9325,19.4973,5.52
86.8,6.9405,19.4999,5.53
86.9,6.9486,19.5035,5.5409
87,6.9566,19.5059,5.5506
87.1,6.9646,19.5072,5.561
87.2,6.9725,19.5094,5.5708
87.3,6.9804,19.5101,5.5812
87.4,6.9885,19.5137,5.5923
87.5,6.9966,19.5165,5.6025
87.6,7.0046,19.518,5.6159
87.7,7.0125,19.5181,5.627
87.8,7.0204,19.5191,5.6388
87.9,7.0286,19.5243,5.6497
88,7.0366,19.5269,5.6596
88.1,7.0446,19.5285,5.6707
88.2,7.0525,19.5284,5.6803
88.3,7.0604,19.5296,5.6913
88.4,7.0685,19.5337,5.7015
88.5,7.0765,19.5363,5.712
88.6,7.0845,19.5387,5.7232
88.7,7.0926,19.5401,5.7331
88.8,7.1005,19.5405,5.7438
88.9,7.1086,19.5443,5.7544
89,7.1165,19.5464,5.7648
89.1,7.1245,19.5482,5.7751
89.2,7.1325,19.5491,5.7847
89.3,7.1404,19.5496,5.7961
89.4,7.1486,19.5547,5.8058
89.5,7.1565,19.5565,5.8161
89.6,7.1645,19.5583,5.8262
89.7,7.1725,19.559,5.836
89.8,7.1805,19.5609,5.8471
89.9,7.1886,19.5645,5.857
90,7.1965,19.5665,5.8676
90.1,7.2044,19.5678,5.8775
90.2,7.2125,19.5703,5.8877
90.3,7.2204,19.5708,5.899
90.4,7.2286,19.5745,5.9093
90.5,7.2365,19.5755,5.9219
90.6,7.2445,19.5772,5.9341
90.7,7.2525,19.579,5.9445
90.8,7.2604,19.579,5.9559
90.9,7.2686,19.5841,5.9663
91,7.2766,19.5853,5.9776
91.1,7.2845,19.585,5.9876
91.2,7.2924,19.5867,5.9987
91.3,7.3005,19.5889,6.0098
91.4,7.3086,19.5928,6.0207
91.5,7.3166,19.5936,6.0318
91.6,7.3244,19.594,6.0422
91.7,7.3325,19.5968,6.0537
91.8,7.3404,19.5976,6.0647
91.9,7.3486,19.6019,6.075
92,7.3565,19.603,6.0862
92.1,7.3645,19.604,6.0964
92.2,7.3724,19.6044,6.1074
92.3,7.3803,19.6062,6.1173
92.4,7.3886,19.612,6.1284
92.5,7.3966,19.6129,6.1394
92.6,7.4045,19.6135,6.1497
92.7,7.4125,19.6146,6.1604
92.8,7.4205,19.6166,6.1706
92.9,7.4286,19.621,6.1819
93,7.4365,19.6215,6.1935
93.1,7.4445,19.6214,6.2034
93.2,7.4525,19.6238,6.2146
93.3,7.4604,19.6247,6.2259
93.4,7.4686,19.6288,6.2365
93.5,7.4765,19.6294,6.2479
93.6,7.4845,19.6306,6.2579
93.7,7.4925,19.6321,6.2694
93.8,7.5005,19.6327,6.2799
93.9,7.5085,19.6364,6.2907
94,7.5165,19.6373,6.3014
94.1,7.5244,19.638,6.3117
94.2,7.5325,19.639,6.3225
94.3,7.5405,19.6412,6.3328
94.4,7.5486,19.6443,6.3433
94.5,7.5564,19.6449,6.3544
94.6,7.5644,19.6458,6.364
94.7,7.5725,19.6491,6.3755
94.8,7.5806,19.6503,6.3855
94.9,7.5886,19.6522,6.3967
95,7.5964,19.6522,6.4073
95.1,7.6044,19.6536,6.4174
95.2,7.6125,19.6557,6.4283
95.3,7.6205,19.6579,6.4388
95.4,7.6286,19.6607,6.4491
95.5,7.6365,19.6612,6.4591
95.6,7.6444,19.6616,6.4697
95.7,7.6524,19.6638,6.481
95.8,7.6605,19.6668,6.4906
95.9,7.6686,19.6694,6.5019
96,7.6765,19.6688,6.512
96.1,7.6844,19.6688,6.5228
96.2,7.6924,19.672,6.5335
96.3,7.7005,19.6755,6.5431
96.4,7.7086,19.6776,6.5546
96.5,7.7165,19.6768,6.5649
96.6,7.7245,19.6772,6.5755
96.7,7.7325,19.6791,6.5863
96.8,7.7405,19.6819,6.5965
96.9,7.7485,19.6845,6.6079
97,7.7565,19.685,6.6182
97.1,7.7645,19.6847,6.6289
97.2,7.7725,19.6862,6.6402
97.3,7.7805,19.6889,6.6505
97.4,7.7886,19.6913,6.662
97.5,7.7965,19.6915,6.6718
97.6,7.8044,19.6915,6.6833
97.7,7.8125,19.6943,6.6941
97.8,7.8205,19.6956,6.7039
97.9,7.8285,19.6979,6.7153
98,7.8365,19.6984,6.725
98.1,7.8445,19.7001,6.7364
98.2,7.8526,19.7015,6.7469
98.3,7.8605,19.7019,6.757
98.4,7.8685,19.7046,6.7681
98.5,7.8765,19.7065,6.7785
98.6,7.8844,19.7069,6.7891
98.7,7.8926,19.7091,6.7993
98.8,7.9005,19.7106,6.8096
98.9,7.9085,19.7118,6.8206
99,7.9164,19.7127,6.8309
99.1,7.9244,19.713,6.8415
99.2,7.9326,19.7171,6.8519
99.3,7.9406,19.718,6.8621
99.4,7.9486,19.7187,6.8733
99.5,7.9564,19.7182,6.883
99.6,7.9644,19.7204,6.8937
99.7,7.9726,19.7239,6.9045
99.8,7.9806,19.7249,6.9147
99.9,7.9885,19.7248,6.9258
100,7.9965,19.7251,6.9365
100.1,8.0044,19.725,6.9479
100.2,8.0125,19.7293,6.9585
100.3,8.0206,19.7313,6.9692
100.4,8.0286,19.7324,6.9804
100.5,8.0365,19.7318,6.9904
100.6,8.0444,19.732,7.0011
100.7,8.0526,19.7369,7.0112
100.8,8.0606,19.7381,7.0222
100.9,8.0686,19.7387,7.0332
101,8.0765,19.7374,7.0438
101.1,8.0844,19.738,7.0551
101.2,8.0925,19.7418,7.0656
101.3,8.1005,19.7434,7.0775
101.4,8.1085,19.7444,7.088
101.5,8.1166,19.7458,7.0983
101.6,8.1245,19.745,7.1092
101.7,8.1326,19.7481,7.1199
101.8,8.1405,19.7493,7.1307
101.9,8.1485,19.7502,7.141
102,8.1565,19.7505,7.152
102.1,8.1644,19.7507,7.1632
102.2,8.1726,19.7548,7.1736
102.3,8.1806,19.7559,7.1849
102.4,8.1885,19.7566,7.1956
102.5,8.1965,19.757,7.2069
102.6,8.2045,19.7575,7.2186
102.7,8.2126,19.7601,7.2294
102.8,8.2205,19.7603,7.2408
102.9,8.2284,19.7602,7.251
103,8.2365,19.7634,7.2631
103.1,8.2445,19.7636,7.2745
103.2,8.2527,19.7667,7.2856
103.3,8.2606,19.7659,7.2964
103.4,8.2685,19.7657,7.3062
103.5,8.2765,19.7676,7.3182
103.6,8.2845,19.7684,7.3283
103.7,8.2927,19.772,7.3394
103.8,8.3006,19.7717,7.35
103.9,8.3085,19.7717,7.3604
104,8.3165,19.7727,7.372
104.1,8.3245,19.775,7.3832
104.2,8.3327,19.7779,7.394
104.3,8.3406,19.7779,7.405
104.4,8.3484,19.7763,7.416
104.5,8.3565,19.7784,7.4278
104.6,8.3645,19.7794,7.4383
104.7,8.3726,19.7828,7.45
104.8,8.3806,19.7829,7.4612
104.9,8.3885,19.7831,7.4716
105,8.3965,19.7837,7.4833
105.1,8.4045,19.784,7.4942
105.2,8.4126,19.7882,7.5058
105.3,8.4206,19.7884,7.5162
105.4,8.4285,19.7875,7.5281
105.5,8.4365,19.7872,7.5405
105.6,8.4445,19.789,7.5517
105.7,8.4526,19.7927,7.5631
105.8,8.4605,19.7931,7.5739
105.9,8.4684,19.7921,7.5858
106,8.4766,19.7948,7.5972
106.1,8.4846,19.7953,7.6084
106.2,8.4926,19.7973,7.6211
106.3,8.5005,19.7971,7.632
106.4,8.5085,19.7981,7.6434
106.5,8.5166,19.7996,7.6546
106.6,8.5246,19.7993,7.6665
106.7,8.5326,19.8012,7.6777
106.8,8.5406,19.8017,7.6888
106.9,8.5485,19.8016,7.7007
107,8.5566,19.8026,7.7119
107.1,8.5646,19.8043,7.7229
107.2,8.5726,19.8053,7.7346
107.3,8.5805,19.8047,7.7458
107.4,8.5884,19.8051,7.7571
107.5,8.5966,19.8084,7.7686
107.6,8.6046,19.8099,7.7799
107.7,8.6126,19.8108,7.792
107.8,8.6205,19.8094,7.8025
107.9,8.6285,19.8103,7.8146
108,8.6365,19.8122,7.8257
108.1,8.6446,19.8136,7.8371
108.2,8.6526,19.8154,7.8486
108.3,8.6606,19.8146,7.8593
108.4,8.6684,19.8138,7.8716
108.5,8.6765,19.816,7.8832
108.6,8.6846,19.8178,7.8951
108.7,8.6926,19.8192,7.907
108.8,8.7005,19.8176,7.9184
108.9,8.7084,19.8166,7.9302
109,8.7165,19.8194,7.9414
109.1,8.7246,19.8216,7.9528
109.2,8.7326,19.8233,7.9646
109.3,8.7406,19.8221,7.9761
109.4,8.7485,19.8219,7.9882
109.5,8.7565,19.8233,8.0005
109.6,8.7645,19.825,8.0129
109.7,8.7725,19.8258,8.0249
109.8,8.7806,19.8264,8.0367
109.9,8.7885,19.8256,8.0488
110,8.7966,19.8267,8.0602
110.1,8.8045,19.8281,8.0723
110.2,8.8125,19.8294,8.0843
110.3,8.8205,19.8291,8.0956
110.4,8.8284,19.8284,8.1077
110.5,8.8366,19.8315,8.1184
110.6,8.8446,19.8317,8.1306
110.7,8.8525,19.8327,8.1417
110.8,8.8605,19.8331,8.1535
110.9,8.8685,19.8332,8.1659
111,8.8766,19.8352,8.1772
111.1,8.8846,19.836,8.189
111.2,8.8925,19.8365,8.2006
111.3,8.9005,19.8372,8.2125
111.4,8.9085,19.8366,8.2246
111.5,8.9166,19.8392,8.2357
111.6,8.9246,19.8393,8.248
111.7,8.9325,19.8388,8.2599
111.8,8.9404,19.8383,8.2713
111.9,8.9484,19.8387,8.2835
112,8.9566,19.8426,8.2951
112.1,8.9646,19.8427,8.3076
112.2,8.9725,19.8417,8.3188
112.3,8.9804,19.8409,8.3313
112.4,8.9884,19.8416,8.3438
112.5,8.9966,19.845,8.3551
112.6,9.0046,19.8457,8.3672
112.7,9.0125,19.8451,8.3782
112.8,9.0205,19.8453,8.3906
112.9,9.0284,19.8442,8.4018
113,9.0366,19.8478,8.4136
113.1,9.0446,19.8482,8.4261
113.2,9.0526,19.848,8.4369
113.3,9.0605,19.847,8.449
113.4,9.0684,19.846,8.4604
113.5,9.0766,19.8504,8.4723
113.6,9.0846,19.8512,8.4855
113.7,9.0925,19.8506,8.4977
113.8,9.1005,19.8504,8.5102
113.9,9.1085,19.8504,8.5219
114,9.1165,19.8526,8.5336
114.1,9.1245,19.853,8.5463
114.2,9.1324,19.8527,8.5577
114.3,9.1405,19.8546,8.5701
114.4,9.1484,19.8537,8.5821
114.5,9.1566,19.856,8.595
114.6,9.1645,19.8556,8.6076
114.7,9.1725,19.8558,8.6191
114.8,9.1805,19.8559,8.632
114.9,9.1885,19.855,8.6437
115,9.1966,19.8579,8.6563
115.1,9.2045,19.8578,8.6677
115.2,9.2124,19.8569,8.68
115.3,9.2204,19.8573,8.693
115.4,9.2285,19.858,8.7039
115.5,9.2366,19.8592,8.7171
115.6,9.2445,19.8579,8.7291
115.7,9.2523,19.8571,8.7407
115.8,9.2605,19.8598,8.7535
115.9,9.2685,19.8599,8.7653
116,9.2766,19.8616,8.7779
116.1,9.2845,19.8602,8.7896
116.2,9.2924,19.8597,8.8012
116.3,9.3004,19.8599,8.8148
116.4,9.3084,19.8608,8.8258
116.5,9.3166,19.8637,8.8385
116.6,9.3246,19.8633,8.8504
116.7,9.3324,19.8615,8.8618
116.8,9.3404,19.8616,8.8746
116.9,9.3485,19.8636,8.8867
117,9.3566,19.8658,8.8999
117.1,9.3645,19.8651,8.9112
117.2,9.3724,19.8633,8.924
117.3,9.3805,19.8652,8.9365
117.4,9.3885,19.8654,8.9481
117.5,9.3966,19.8676,8.9617
117.6,9.4045,19.8663,8.9739
117.7,9.4125,19.8655,8.9869
117.8,9.4205,19.8651,8.999
117.9,9.4284,19.8658,9.0113
118,9.4365,19.8681,9.0242
118.1,9.4446,19.8677,9.0361
118.2,9.4525,19.866,9.0487
118.3,9.4605,19.8657,9.0614
118.4,9.4685,19.8669,9.0738
118.5,9.4765,19.8683,9.0864
118.6,9.4845,19.8671,9.0989
118.7,9.4924,19.866,9.1118
118.8,9.5005,19.868,9.1246
118.9,9.5086,19.8678,9.1367
119,9.5165,19.868,9.1502
119.1,9.5244,19.867,9.1628
119.2,9.5324,19.8672,9.1758
119.3,9.5405,19.8681,9.1886
119.4,9.5485,19.8683,9.2015
119.5,9.5565,19.8688,9.2144
119.6,9.5645,19.868,9.2271
119.7,9.5724,19.8668,9.2403
119.8,9.5805,19.8678,9.2527
119.9,9.5886,19.8694,9.2659
120,9.5966,19.8688,9.2784
120.1,9.6044,19.8673,9.2906
120.2,9.6123,19.8667,9.3042
120.3,9.6205,19.8695,9.3165
120.4,9.6286,19.8698,9.33
120.5,9.6366,19.8696,9.3434
120.6,9.6445,19.8675,9.3558
120.7,9.6524,19.8669,9.3693
120.8,9.6605,19.8683,9.3817
120.9,9.6686,19.8688,9.3952
121,9.6766,19.8682,9.4085
121.1,9.6845,19.866,9.4203
121.2,9.6924,19.8647,9.4341
121.3,9.7005,19.8664,9.4469
121.4,9.7086,19.8676,9.4602
121.5,9.7166,19.8675,9.4731
121.6,9.7245,19.8655,9.4863
121.7,9.7324,19.8638,9.4996
121.8,9.7405,19.866,9.5121
121.9,9.7486,19.8659,9.5261
122,9.7565,19.8651,9.539
122.1,9.7645,19.8632,9.5519
122.2,9.7725,19.8625,9.5664
122.3,9.7806,19.8628,9.579
122.4,9.7885,19.862,9.5929
122.5,9.7965,19.8618,9.606
122.6,9.8045,19.8617,9.6196
122.7,9.8125,19.86,9.6332
122.8,9.8206,19.8606,9.6461
122.9,9.8285,19.8597,9.6601
123,9.8365,19.8595,9.6729
123.1,9.8445,19.8575,9.687
123.2,9.8524,19.8553,9.7003
123.3,9.8606,19.8576,9.7136
123.4,9.8686,19.8566,9.7281
123.5,9.8765,19.8553,9.7413
123.6,9.8845,19.8538,9.7554
123.7,9.8925,19.8527,9.7693
123.8,9.9007,19.8533,9.7834
123.9,9.9086,19.8509,9.7976
124,9.9165,19.849,9.8109
124.1,9.9245,19.8482,9.8247
124.2,9.9325,19.8462,9.8384
124.3,9.9407,19.8474,9.8526
124.4,9.9486,19.8452,9.8673
124.5,9.9565,19.8417,9.8809
124.6,9.9644,19.8403,9.8956
124.7,9.9724,19.839,9.9086
124.8,9.9806,19.8415,9.9235
124.9,9.9886,19.8395,9.9374
125,9.9966,19.836,9.9513
125.1,10.0045,19.833,9.9658
125.2,10.0124,19.8315,9.9792
125.3,10.0206,19.8329,9.9941
125.4,10.0286,19.8304,10.0077
125.5,10.0365,19.8276,10.0216
125.6,10.0446,19.8257,10.0369
125.7,10.0524,19.8224,10.0501
125.8,10.0606,19.8238,10.0654
125.9,10.0685,19.8213,10.0795
126,10.0765,19.8191,10.0938
126.1,10.0846,19.8179,10.1078
126.2,10.0925,19.8141,10.1222
126.3,10.1006,19.8145,10.1371
126.4,10.1086,19.8122,10.1512
126.5,10.1165,19.8083,10.1663
126.6,10.1245,19.8054,10.1797
126.7,10.1325,19.8034,10.1951
126.8,10.1406,19.8029,10.2096
126.9,10.1484,19.7985,10.2237
127,10.1564,19.796,10.2387
127.1,10.1646,19.7957,10.2528
127.2,10.1726,19.7923,10.2675
127.3,10.1807,19.7908,10.2825
127.4,10.1885,19.7875,10.2967
127.5,10.1965,19.785,10.3116
127.6,10.2046,19.7823,10.3259
127.7,10.2126,19.7788,10.3413
127.8,10.2207,19.7768,10.3557
127.9,10.2286,19.7724,10.3702
128,10.2365,19.7684,10.3855
128.1,10.2445,19.7666,10.3996
128.2,10.2526,19.7649,10.415
128.3,10.2607,19.7627,10.4293
128.4,10.2686,19.7575,10.4443
128.5,10.2764,19.7526,10.4596
128.6,10.2845,19.7524,10.474
128.7,10.2926,19.749,10.4892
128.8,10.3007,19.7463,10.5038
128.9,10.3086,19.74,10.5196
129,10.3165,19.7353,10.5341
129.1,10.3245,19.7316,10.5487
129.2,10.3325,19.7286,10.5645
129.3,10.3407,19.7262,10.5801
129.4,10.3486,19.7208,10.5954
129.5,10.3565,19.7145,10.6101
129.6,10.3645,19.71,10.6252
129.7,10.3725,19.7067,10.6406
129.8,10.3806,19.7028,10.6557
129.9,10.3886,19.6964,10.6709
130,10.3965,19.6904,10.6857
130.1,10.4045,19.6861,10.7015
130.2,10.4125,19.682,10.7173
130.3,10.4206,19.6782,10.7327
130.4,10.4285,19.6721,10.7486
130.5,10.4366,19.6657,10.7638
130.6,10.4446,19.6593,10.7797
130.7,10.4525,19.6528,10.796
130.8,10.4605,19.6485,10.8115
130.9,10.4686,19.6431,10.8285
131,10.4765,19.6347,10.8446
131.1,10.4846,19.628,10.8611
131.2,10.4926,19.6217,10.8773
131.3,10.5006,19.6155,10.8925
131.4,10.5085,19.608,10.9092
131.5,10.5164,19.5994,10.9243
131.6,10.5246,19.5952,10.9403
131.7,10.5326,19.5879,10.9564
131.8,10.5406,19.5798,10.9726
131.9,10.5484,19.5701,10.9895
132,10.5564,19.5621,11.0049
132.1,10.5646,19.5555,11.0218
132.2,10.5726,19.5468,11.0377
132.3,10.5806,19.5369,11.0537
132.4,10.5885,19.5269,11.0704
132.5,10.5964,19.5171,11.086
132.6,10.6046,19.5101,11.1024
132.7,10.6126,19.501,11.1185
132.8,10.6206,19.4902,11.1351
132.9,10.6285,19.478,11.1517
133,10.6364,19.4662,11.1677
133.1,10.6446,19.4593,11.1851
133.2,10.6526,19.4485,11.2002
133.3,10.6606,19.4369,11.2171
133.4,10.6685,19.4229,11.2337
133.5,10.6764,19.4102,11.2499
133.6,10.6845,19.4005,11.2674
133.7,10.6925,19.3883,11.2834
133.8,10.7005,19.3757,11.3009
133.9,10.7086,19.3627,11.3173
134,10.7164,19.3469,11.3337
134.1,10.7245,19.3352,11.3512
134.2,10.7326,19.3213,11.3674
134.3,10.7406,19.3061,11.3852
134.4,10.7485,19.2888,11.4018
134.5,10.7564,19.2708,11.4191
134.6,10.7646,19.2583,11.4367
134.7,10.7726,19.2425,11.4525
134.8,10.7805,19.2257,11.4704
134.9,10.7885,19.2071,11.4875
135,10.7965,19.1886,11.5048
135.1,10.8046,19.171,11.5224
135.2,10.8125,19.1527,11.5387
135.3,10.8204,19.1342,11.5568
135.4,10.8285,19.1148,11.5738
135.5,10.8365,19.092,11.5918
135.6,10.8446,19.0714,11.6094
135.7,10.8525,19.049,11.6262
135.8,10.8605,19.0275,11.6449
135.9,10.8685,19.0052,11.6616
136,10.8764,18.9807,11.68
136.083,10.8833,18.7892,11.6953
136.084,10.8833,18.6187,11.6997
136.085,10.8834,18.3909,11.7097
136.086,10.8835,18.1138,11.7249
136.087,10.8836,17.791,11.7439
136.088,10.8837,17.4249,11.7663
136.089,10.8838,17.0201,11.7923
136.09,10.8839,16.5833,11.8219
136.091,10.884,16.1218,11.8541
136.092,10.8841,15.6408,11.8869
136.093,10.8842,15.1436,11.9179
136.094,10.8843,14.6323,11.9459
136.095,10.8844,14.1094,11.9707
136.096,10.8846,13.5772,11.9941
136.097,10.8847,13.0383,12.0185
136.098,10.8849,12.4952,12.0455
136.099,10.8851,11.9501,12.0756
136.1,10.8852,11.4053,12.1078
136.101,10.8854,10.863,12.1401
136.102,10.8856,10.3251,12.1709
136.103,10.8858,9.7936,12.199
136.104,10.8861,9.2698,12.2242
136.105,10.8863,8.7553,12.2468
136.106,10.8865,8.2512,12.2672
136.107,10.8868,7.7585,12.2854
136.108,10.887,7.2785,12.3015
136.109,10.8873,6.8123,12.3154
136.11,10.8875,6.3603,12.3272
136.111,10.8878,5.9229,12.3367
136.112,10.888,5.5001,12.3442
136.113,10.8883,5.0921,12.3501
136.114,10.8885,4.6992,12.3547
136.115,10.8888,4.3218,12.358
136.116,10.889,3.96,12.3595
136.117,10.8893,3.6139,12.3588
136.118,10.8895,3.2833,12.3558
136.119,10.8898,2.9683,12.3503
136.12,10.89,2.6687,12.3426
136.121,10.8903,2.3842,12.3325
136.122,10.8905,2.1148,12.32
136.123,10.8907,1.8601,12.3053
