Time,Displacement,Force,Strain 1
25.3,14.0462,1.3709,20.0934
25.4,14.1018,1.3699,20.1954
25.5,14.1574,1.3688,20.2953
25.6,14.213,1.3674,20.3967
25.7,14.2686,1.3661,20.4979
25.8,14.3241,1.3651,20.5998
25.9,14.3797,1.364,20.7002
26,14.4354,1.3629,20.8003
26.1,14.491,1.3615,20.9017
26.2,14.5466,1.3605,21.0034
26.3,14.602,1.3591,21.1051
26.4,14.6577,1.358,21.2049
26.5,14.7134,1.3566,21.3049
26.6,14.769,1.3556,21.4061
26.7,14.8246,1.3544,21.5065
26.8,14.8802,1.3531,21.6074
26.9,14.9358,1.3517,21.7093
27,14.9913,1.3504,21.8097
27.1,15.0469,1.3494,21.9106
27.2,15.1025,1.3482,22.0128
27.3,15.1581,1.3467,22.1145
27.4,15.2138,1.3456,22.2161
27.5,15.2694,1.3439,22.3165
27.6,15.3249,1.3426,22.4182
27.7,15.3805,1.3415,22.5188
27.8,15.4362,1.3401,22.6195
27.9,15.4918,1.3385,22.7213
28,15.5474,1.3374,22.8214
28.1,15.603,1.3359,22.9227
28.2,15.6586,1.3345,23.0245
28.3,15.7141,1.3329,23.1261
28.4,15.7697,1.3313,23.2282
28.5,15.8254,1.33,23.3288
28.6,15.881,1.3284,23.4289
28.7,15.9366,1.3266,23.5306
28.8,15.9921,1.325,23.6324
28.9,16.0477,1.3236,23.734
29,16.1033,1.3216,23.8345
29.1,16.159,1.32,23.9347
29.2,16.2145,1.3183,24.0369
29.3,16.2701,1.3166,24.1383
29.4,16.3257,1.3145,24.2403
29.5,16.3813,1.3125,24.3416
29.6,16.437,1.3106,24.4419
29.7,16.4926,1.3084,24.5438
29.8,16.5482,1.3065,24.6467
29.9,16.6037,1.3043,24.7484
30,16.6593,1.302,24.8506
30.1,16.715,1.2995,24.9533
30.2,16.7706,1.2971,25.0562
30.3,16.8262,1.2946,25.1603
30.4,16.8817,1.292,25.2626
30.5,16.9374,1.2892,25.3653
30.6,16.9929,1.286,25.468
30.7,17.0486,1.283,25.5728
30.8,17.1041,1.2796,25.6775
30.9,17.1597,1.276,25.7813
31,17.2153,1.2724,25.886
31.1,17.2709,1.2683,25.9904
31.2,17.3266,1.264,26.0961
31.3,17.3821,1.2593,26.2032
31.4,17.4377,1.2539,26.3095
31.5,17.4934,1.2483,26.4169
31.6,17.549,1.242,26.5257
31.7,17.6046,1.2352,26.6358
31.8,17.6602,1.227,26.7491
31.9,17.7158,1.2181,26.8636
32,17.7714,1.2074,26.9799
32.1,17.8269,1.1953,27.0992
32.2,17.8825,1.1808,27.2226
32.3,17.9381,1.163,27.3515
32.4,17.9937,1.1402,27.4904
32.5,18.0494,1.1115,27.6363
32.6,18.105,1.0757,27.7951
32.7,18.1606,1.0308,27.9708
32.783,18.2067,0.8911,28.2842
32.789,18.2101,0.7478,28.657
32.794,18.2128,0.6094,29.1283
32.799,18.2156,0.4712,29.6565
32.804,18.2185,0.3442,30.1672
32.81,18.2218,0.2147,30.6933
32.814,18.2241,0.1439,30.9804
