Time,Displacement,Force,Strain 1
(s),(mm),(kN),(%)
979.8,102.8747,0.8826,90.2387
979.9,102.8852,0.8827,90.2349
980,102.8957,0.8824,90.2354
980.1,102.9061,0.8825,90.2337
980.2,102.9167,0.8826,90.2334
980.3,102.9271,0.8826,90.2336
980.4,102.9376,0.8826,90.2316
980.5,102.9482,0.8826,90.2327
980.6,102.9587,0.8825,90.2303
980.7,102.9691,0.8825,90.233
980.8,102.9797,0.8828,90.2301
980.9,102.9902,0.8826,90.2337
981,103.0006,0.8828,90.2324
981.1,103.0112,0.8826,90.2345
981.2,103.0217,0.8828,90.2342
981.3,103.0321,0.8825,90.235
981.4,103.0427,0.8827,90.2343
981.5,103.0532,0.8826,90.2345
981.6,103.0636,0.8825,90.2365
981.7,103.0742,0.8826,90.2354
981.8,103.0847,0.8824,90.2371
981.9,103.0952,0.8825,90.2331
982,103.1056,0.8825,90.236
982.1,103.1162,0.8825,90.2344
982.2,103.1266,0.8825,90.2366
982.3,103.1371,0.8827,90.2336
982.4,103.1476,0.8825,90.2344
982.5,103.1582,0.8826,90.2323
982.6,103.1686,0.8825,90.232
982.7,103.1791,0.8825,90.2313
982.8,103.1897,0.8826,90.2305
982.9,103.2001,0.8827,90.2325
983,103.2106,0.8826,90.2318
983.1,103.2213,0.8827,90.2333
983.2,103.2317,0.8826,90.2312
983.3,103.2421,0.8825,90.2347
983.4,103.2527,0.8827,90.231
983.5,103.2632,0.8826,90.2327
983.6,103.2737,0.8824,90.2296
983.7,103.2842,0.8826,90.2301
983.8,103.2947,0.8825,90.2288
983.9,103.3051,0.8828,90.2287
984,103.3157,0.8826,90.2294
984.1,103.3262,0.8826,90.2272
984.2,103.3367,0.8825,90.2293
984.3,103.3471,0.8827,90.2275
984.4,103.3577,0.8827,90.2313
984.5,103.3681,0.8826,90.2298
984.6,103.3787,0.8827,90.2316
984.7,103.3891,0.8827,90.2295
984.8,103.3997,0.8827,90.2322
984.9,103.4101,0.8824,90.2305
985,103.4206,0.8826,90.2299
985.1,103.4312,0.8827,90.2259
985.2,103.4416,0.8827,90.221
985.3,103.4521,0.8825,90.2229
985.4,103.4628,0.8828,90.2201
985.5,103.4732,0.8827,90.2228
985.6,103.4836,0.8826,90.2194
985.7,103.4942,0.8827,90.222
985.8,103.5047,0.8828,90.2188
985.9,103.5152,0.8828,90.2188
986,103.5257,0.8827,90.2182
986.1,103.5362,0.8828,90.2174
986.2,103.5467,0.8828,90.217
986.3,103.5572,0.8825,90.215
986.4,103.5676,0.8827,90.217
986.5,103.5782,0.8827,90.2149
986.6,103.5886,0.8826,90.2176
986.7,103.5992,0.8826,90.2132
986.8,103.6096,0.8827,90.2154
986.9,103.6201,0.8826,90.2123
987,103.6306,0.8827,90.2142
987.1,103.6412,0.8825,90.2111
987.2,103.6516,0.8827,90.2123
987.3,103.6621,0.8828,90.2098
987.4,103.6727,0.8826,90.2097
987.5,103.6832,0.8826,90.209
987.6,103.6936,0.8826,90.2063
987.7,103.7042,0.8828,90.2068
987.8,103.7147,0.8826,90.2041
987.9,103.7252,0.8828,90.2066
988,103.7357,0.8828,90.2039
988.1,103.7462,0.8827,90.2061
988.2,103.7567,0.8829,90.2051
988.3,103.7672,0.8825,90.2093
988.4,103.7777,0.8828,90.2083
988.5,103.7881,0.8827,90.2127
988.6,103.7987,0.8828,90.2127
988.7,103.8091,0.8827,90.2165
988.8,103.8197,0.8827,90.217
988.9,103.8301,0.8827,90.2189
989,103.8407,0.8827,90.2219
989.1,103.8511,0.8828,90.2238
989.2,103.8617,0.8827,90.2276
989.3,103.8721,0.8826,90.2268
989.4,103.8827,0.8826,90.2293
989.5,103.8931,0.8827,90.2277
989.6,103.9036,0.8826,90.2303
989.7,103.9142,0.8826,90.227
989.8,103.9246,0.8826,90.2289
989.9,103.9351,0.8826,90.2258
990,103.9457,0.8825,90.2283
990.1,103.9562,0.8827,90.227
990.2,103.9666,0.8828,90.2266
990.3,103.9772,0.8828,90.2259
990.4,103.9877,0.8827,90.2252
990.5,103.9982,0.8827,90.2259
990.6,104.0087,0.8826,90.2249
990.7,104.0192,0.8826,90.225
990.8,104.0296,0.8827,90.2211
990.9,104.0402,0.8826,90.2218
991,104.0506,0.8827,90.2172
991.1,104.0612,0.8828,90.22
991.2,104.0716,0.8828,90.2175
991.3,104.0822,0.8828,90.2197
991.4,104.0926,0.8829,90.2179
991.5,104.1031,0.8827,90.2212
991.6,104.1136,0.8827,90.2208
991.7,104.1242,0.8828,90.2221
991.8,104.1347,0.8827,90.2239
991.9,104.1452,0.8829,90.2254
992,104.1557,0.8828,90.2283
992.1,104.1661,0.8827,90.229
992.2,104.1767,0.8828,90.2322
992.3,104.1872,0.8828,90.2291
992.4,104.1977,0.8828,90.2324
992.5,104.2082,0.8828,90.2307
992.6,104.2188,0.8828,90.2339
992.7,104.2291,0.8829,90.23
992.8,104.2397,0.883,90.2328
992.9,104.2502,0.8829,90.2317
993,104.2607,0.8827,90.2342
993.1,104.2711,0.8829,90.2336
993.2,104.2817,0.8827,90.231
993.3,104.2921,0.8828,90.2325
993.4,104.3027,0.8827,90.2299
993.5,104.3132,0.8827,90.2324
993.6,104.3237,0.8829,90.2289
993.7,104.3341,0.8827,90.2335
993.8,104.3447,0.8828,90.2278
993.9,104.3551,0.8829,90.2307
994,104.3657,0.8829,90.2266
994.1,104.3761,0.8828,90.2312
994.2,104.3866,0.8827,90.2293
994.3,104.3972,0.8828,90.2327
994.4,104.4077,0.8828,90.2318
994.5,104.4182,0.8829,90.2328
994.6,104.4287,0.883,90.2323
994.7,104.4392,0.8827,90.2309
994.8,104.4497,0.8828,90.23
994.9,104.4602,0.8829,90.2296
995,104.4706,0.8829,90.2309
995.1,104.4812,0.8829,90.229
995.2,104.4917,0.8829,90.2308
995.3,104.5021,0.8829,90.2271
995.4,104.5126,0.8828,90.229
995.5,104.5232,0.8829,90.2255
995.6,104.5337,0.883,90.2254
995.7,104.5443,0.8828,90.2232
995.8,104.5547,0.883,90.2229
995.9,104.5652,0.8831,90.2211
996,104.5757,0.8829,90.2205
996.1,104.5862,0.8829,90.2224
996.2,104.5966,0.8831,90.2223
996.3,104.6072,0.8831,90.2259
996.4,104.6177,0.883,90.2247
996.5,104.6282,0.8829,90.2286
996.6,104.6387,0.8829,90.2259
996.7,104.6491,0.883,90.2289
996.8,104.6597,0.8829,90.2292
996.9,104.6702,0.8828,90.2345
997,104.6807,0.8831,90.232
997.1,104.6911,0.8829,90.2317
997.2,104.7017,0.8831,90.2309
997.3,104.7121,0.8831,90.2294
997.4,104.7227,0.8829,90.2273
997.5,104.7331,0.8829,90.2282
997.6,104.7436,0.883,90.2282
997.7,104.7541,0.8831,90.2248
997.8,104.7647,0.8831,90.2257
997.9,104.775,0.883,90.2229
998,104.7857,0.8831,90.225
998.1,104.7962,0.8828,90.2212
998.2,104.8067,0.8829,90.2242
998.3,104.8171,0.8829,90.2213
998.4,104.8277,0.883,90.2239
998.5,104.8382,0.8833,90.2233
998.6,104.8487,0.883,90.2258
998.7,104.8592,0.8831,90.2257
998.8,104.8697,0.8831,90.2269
998.9,104.8802,0.883,90.2275
999,104.8907,0.8831,90.2277
999.1,104.9012,0.8831,90.23
999.2,104.9117,0.8832,90.2284
999.3,104.9222,0.883,90.2315
999.4,104.9327,0.8831,90.2283
999.5,104.9432,0.883,90.2317
999.6,104.9536,0.883,90.23
999.7,104.9642,0.883,90.2327
999.8,104.9747,0.8829,90.2303
999.9,104.9851,0.8833,90.2333
1000,104.9956,0.8833,90.2319
1000.1,105.0061,0.8831,90.2329
1000.2,105.0166,0.8831,90.2328
1000.3,105.0272,0.8831,90.2332
1000.4,105.0377,0.883,90.2346
1000.5,105.0481,0.8832,90.2342
1000.6,105.0586,0.8832,90.2361
1000.7,105.0692,0.8831,90.2331
1000.8,105.0796,0.8832,90.2343
1000.9,105.0902,0.8831,90.2306
1001,105.1007,0.8832,90.2341
1001.1,105.1112,0.8833,90.2309
1001.2,105.1217,0.8832,90.2315
1001.3,105.1322,0.8832,90.2313
1001.4,105.1427,0.8833,90.2355
1001.5,105.1532,0.8833,90.2341
1001.6,105.1637,0.8833,90.2335
1001.7,105.1742,0.8833,90.2337
1001.8,105.1847,0.883,90.2329
1001.9,105.1951,0.8832,90.236
1002,105.2058,0.8833,90.2346
1002.1,105.2162,0.8834,90.2372
1002.2,105.2266,0.8832,90.2344
1002.3,105.2371,0.8833,90.2352
1002.4,105.2477,0.8833,90.231
1002.5,105.2581,0.8834,90.2336
1002.6,105.2687,0.8834,90.2299
1002.7,105.2791,0.8833,90.2306
1002.8,105.2896,0.8833,90.2288
1002.9,105.3001,0.8832,90.2286
1003,105.3106,0.8832,90.2267
1003.1,105.3211,0.8833,90.2236
1003.2,105.3318,0.8833,90.223
1003.3,105.3423,0.8834,90.2197
1003.4,105.3527,0.8832,90.2196
1003.5,105.3632,0.8833,90.2164
1003.6,105.3737,0.8836,90.2176
1003.7,105.3843,0.8834,90.2134
1003.8,105.3947,0.8834,90.2147
1003.9,105.4052,0.8836,90.2123
1004,105.4157,0.8834,90.2124
1004.1,105.4262,0.8832,90.2109
1004.2,105.4366,0.8835,90.2105
1004.3,105.4472,0.8835,90.209
1004.4,105.4576,0.8835,90.2078
1004.5,105.4681,0.8834,90.2086
1004.6,105.4786,0.8835,90.2065
1004.7,105.4891,0.8835,90.21
1004.8,105.4995,0.8836,90.208
1004.9,105.5102,0.8834,90.2115
1005,105.5207,0.8834,90.2091
1005.1,105.5311,0.8835,90.2111
1005.2,105.5416,0.8837,90.207
1005.3,105.5522,0.8836,90.209
1005.4,105.5627,0.8835,90.2065
1005.5,105.5732,0.8837,90.2067
1005.6,105.5837,0.8837,90.2053
1005.7,105.5942,0.8834,90.206
1005.8,105.6047,0.8837,90.2075
1005.9,105.6152,0.8836,90.207
1006,105.6257,0.8837,90.2109
1006.1,105.6362,0.8833,90.2096
1006.2,105.6467,0.8835,90.2138
1006.3,105.6572,0.8835,90.2123
1006.4,105.6676,0.8837,90.2149
1006.5,105.6781,0.8835,90.2043
1006.6,105.6888,0.8836,90.2048
1006.7,105.6992,0.8835,90.2052
1006.8,105.7096,0.8835,90.2058
1006.9,105.7201,0.8837,90.2118
1007,105.7306,0.8836,90.2123
1007.1,105.7411,0.8836,90.219
1007.2,105.7517,0.8835,90.2186
1007.3,105.7622,0.8835,90.224
1007.4,105.7726,0.8835,90.2215
1007.5,105.7832,0.8835,90.2239
1007.6,105.7937,0.8836,90.2195
1007.7,105.8041,0.8836,90.2225
1007.8,105.8147,0.8836,90.2189
1007.9,105.8253,0.8835,90.2187
1008,105.8356,0.8836,90.2165
1008.1,105.8462,0.8836,90.216
1008.2,105.8567,0.8837,90.2148
1008.3,105.8672,0.8834,90.2131
1008.4,105.8777,0.8834,90.2168
1008.5,105.8882,0.8837,90.2144
1008.6,105.8986,0.8836,90.2162
1008.7,105.9092,0.8835,90.2122
1008.8,105.9196,0.8835,90.2156
1008.9,105.9303,0.8836,90.2122
1009,105.9406,0.8836,90.2144
1009.1,105.9511,0.8834,90.212
1009.2,105.9617,0.8837,90.2155
1009.3,105.9721,0.8836,90.2144
1009.4,105.9826,0.8838,90.216
1009.5,105.9932,0.8836,90.2149
1009.6,106.0037,0.8836,90.2155
1009.7,106.0141,0.8837,90.2164
1009.8,106.0247,0.8837,90.215
1009.9,106.0352,0.8838,90.2171
1010,106.0457,0.8837,90.2161
1010.1,106.0563,0.8838,90.2201
1010.2,106.0667,0.8837,90.2173
1010.3,106.0771,0.8836,90.2202
1010.4,106.0877,0.8836,90.2188
1010.5,106.0982,0.8837,90.222
1010.6,106.1087,0.8837,90.2206
1010.7,106.1191,0.8838,90.2213
1010.8,106.1297,0.8836,90.2199
1010.9,106.1402,0.8837,90.221
1011,106.1507,0.8836,90.2199
1011.1,106.1611,0.8836,90.2184
1011.2,106.1717,0.8837,90.2196
1011.3,106.1822,0.8836,90.2176
1011.4,106.1927,0.8839,90.2201
1011.5,106.2032,0.8837,90.2183
1011.6,106.2136,0.8837,90.2216
1011.7,106.2241,0.8837,90.2185
1011.8,106.2348,0.8837,90.221
1011.9,106.2452,0.8839,90.2179
1012,106.2556,0.8837,90.2201
1012.1,106.2662,0.8837,90.2173
1012.2,106.2767,0.8838,90.2182
1012.3,106.2872,0.8838,90.2185
1012.4,106.2977,0.8836,90.2184
1012.5,106.3082,0.8837,90.2189
1012.6,106.3186,0.8836,90.2171
1012.7,106.3291,0.8837,90.2192
1012.8,106.3396,0.8838,90.2154
1012.9,106.3502,0.8837,90.2181
1013,106.3606,0.8837,90.216
1013.1,106.3712,0.8838,90.2204
1013.2,106.3816,0.8839,90.2186
1013.3,106.3921,0.8837,90.2219
1013.4,106.4026,0.8838,90.2236
1013.5,106.4133,0.8837,90.2263
1013.6,106.4236,0.8836,90.2254
1013.7,106.4341,0.8837,90.224
1013.8,106.4447,0.8837,90.2253
1013.9,106.4552,0.8839,90.2237
1014,106.4656,0.8838,90.2264
1014.1,106.4762,0.884,90.224
1014.2,106.4867,0.8838,90.228
1014.3,106.4972,0.8838,90.2257
1014.4,106.5077,0.8838,90.2285
1014.5,106.5182,0.8839,90.2267
1014.6,106.5287,0.8838,90.2284
1014.7,106.5392,0.8838,90.2256
1014.8,106.5497,0.8838,90.2263
1014.9,106.5601,0.8839,90.2271
1015,106.5707,0.8838,90.2274
1015.1,106.5811,0.8838,90.2287
1015.2,106.5917,0.8838,90.2277
1015.3,106.6021,0.8837,90.2305
1015.4,106.6126,0.8838,90.2292
1015.5,106.6231,0.8837,90.2323
1015.6,106.6337,0.8838,90.2299
1015.7,106.6441,0.8837,90.2325
1015.8,106.6547,0.8838,90.2291
1015.9,106.6651,0.8838,90.2316
1016,106.6757,0.8839,90.2296
1016.1,106.6862,0.8837,90.2304
1016.2,106.6966,0.8837,90.2296
1016.3,106.7071,0.8839,90.2296
1016.4,106.7177,0.8838,90.2294
1016.5,106.7282,0.8838,90.2278
1016.6,106.7386,0.8838,90.2291
1016.7,106.7492,0.8839,90.2261
1016.8,106.7597,0.8839,90.2275
1016.9,106.7702,0.8837,90.2182
1017,106.7807,0.8838,90.2187
1017.1,106.7912,0.8839,90.2176
1017.2,106.8016,0.8838,90.2201
1017.3,106.8122,0.8838,90.2238
1017.4,106.8226,0.8837,90.2275
1017.5,106.8332,0.8839,90.2308
1017.6,106.8436,0.8838,90.2316
1017.7,106.8542,0.8838,90.235
1017.8,106.8646,0.8839,90.2349
1017.9,106.8751,0.8837,90.2387
1018,106.8856,0.8838,90.2392
1018.1,106.8963,0.8838,90.2433
1018.2,106.9067,0.8838,90.2401
1018.3,106.9171,0.8839,90.2422
1018.4,106.9277,0.884,90.2398
1018.5,106.9381,0.8838,90.2426
1018.6,106.9487,0.8839,90.2418
1018.7,106.9592,0.8838,90.243
1018.8,106.9697,0.8839,90.2428
1018.9,106.9802,0.8836,90.2426
1019,106.9908,0.8839,90.2431
1019.1,107.0011,0.8837,90.2415
1019.2,107.0117,0.8839,90.243
1019.3,107.0222,0.8839,90.2431
1019.4,107.0327,0.8837,90.2455
1019.5,107.0431,0.8837,90.2393
1019.6,107.0537,0.8839,90.2404
1019.7,107.0641,0.8838,90.2396
1019.8,107.0747,0.8838,90.2401
1019.9,107.0852,0.8838,90.2387
1020,107.0956,0.8838,90.24
1020.1,107.1061,0.8836,90.2395
1020.2,107.1167,0.8838,90.2392
1020.3,107.1272,0.8837,90.2414
1020.4,107.1377,0.8837,90.2395
1020.5,107.1481,0.8837,90.2415
1020.6,107.1587,0.8836,90.2376
1020.7,107.1692,0.8838,90.2398
1020.8,107.1796,0.8839,90.2365
1020.9,107.1902,0.8838,90.2383
1021,107.2007,0.8838,90.2356
1021.1,107.2112,0.8837,90.2372
1021.2,107.2217,0.8839,90.2358
1021.3,107.2322,0.8839,90.2386
1021.4,107.2426,0.8837,90.2396
1021.5,107.2532,0.8838,90.238
1021.6,107.2637,0.8837,90.238
1021.7,107.2742,0.884,90.2351
1021.8,107.2846,0.8838,90.2366
1021.9,107.2952,0.8839,90.234
1022,107.3056,0.8839,90.2367
1022.1,107.3162,0.8838,90.2342
1022.2,107.3266,0.8837,90.2371
1022.3,107.3372,0.8838,90.235
1022.4,107.3476,0.8839,90.2357
1022.5,107.3581,0.8838,90.2338
1022.6,107.3686,0.8837,90.2344
1022.7,107.3792,0.8838,90.2355
1022.8,107.3897,0.8836,90.2346
1022.9,107.4001,0.8837,90.2367
1023,107.4106,0.8838,90.2349
1023.1,107.4211,0.8838,90.2373
1023.2,107.4317,0.8838,90.2328
1023.3,107.4422,0.8839,90.2348
1023.4,107.4527,0.8838,90.2311
1023.5,107.4632,0.8839,90.2335
1023.6,107.4737,0.8836,90.2294
1023.7,107.4841,0.8838,90.2291
1023.8,107.4947,0.8838,90.2287
1023.9,107.5052,0.8839,90.2279
1024,107.5156,0.8836,90.2294
1024.1,107.5261,0.8837,90.2282
1024.2,107.5367,0.8836,90.2309
1024.3,107.5471,0.8838,90.2284
1024.4,107.5577,0.8837,90.2305
1024.5,107.5682,0.8839,90.2269
1024.6,107.5786,0.8837,90.2285
1024.7,107.5891,0.8837,90.2264
1024.8,107.5997,0.8838,90.2285
1024.9,107.6102,0.8839,90.2277
1025,107.6207,0.8838,90.2283
1025.1,107.6312,0.8836,90.2279
1025.2,107.6416,0.8837,90.2253
1025.3,107.6522,0.8839,90.2263
1025.4,107.6627,0.8836,90.223
1025.5,107.6732,0.8838,90.2252
1025.6,107.6837,0.8839,90.223
1025.7,107.6942,0.8837,90.2257
1025.8,107.7047,0.8837,90.222
1025.9,107.7152,0.8838,90.2223
1026,107.7256,0.8837,90.2188
1026.1,107.7362,0.8838,90.2189
1026.2,107.7467,0.8835,90.2178
1026.3,107.7572,0.8837,90.2146
1026.4,107.7676,0.8837,90.2148
1026.5,107.7782,0.884,90.2108
1026.6,107.7886,0.8837,90.2117
1026.7,107.7992,0.8837,90.2071
1026.8,107.8096,0.8839,90.2081
1026.9,107.8201,0.8837,90.2033
1027,107.8307,0.8838,90.2038
1027.1,107.8412,0.8837,90.1993
1027.2,107.8516,0.8837,90.1987
1027.3,107.8622,0.8838,90.1974
1027.4,107.8727,0.8838,90.1973
1027.5,107.8832,0.8838,90.1985
1027.6,107.8937,0.8838,90.1975
1027.7,107.9041,0.8839,90.2009
1027.8,107.9147,0.8838,90.1994
1027.9,107.9252,0.8837,90.2032
1028,107.9356,0.8838,90.2017
1028.1,107.9461,0.8839,90.2048
1028.2,107.9567,0.8838,90.205
1028.3,107.9671,0.8839,90.2106
1028.4,107.9777,0.8839,90.214
1028.5,107.9881,0.8838,90.2183
1028.6,107.9987,0.8837,90.221
1028.7,108.0091,0.8838,90.2227
1028.8,108.0197,0.8837,90.2267
1028.9,108.0301,0.8837,90.2267
1029,108.0407,0.8837,90.2297
1029.1,108.0512,0.8838,90.2286
1029.2,108.0616,0.8835,90.2325
1029.3,108.0721,0.8837,90.2314
1029.4,108.0827,0.8836,90.2334
1029.5,108.0931,0.8835,90.2313
1029.6,108.1037,0.8837,90.2335
1029.7,108.1142,0.8837,90.2323
1029.8,108.1246,0.8835,90.2319
1029.9,108.1351,0.8837,90.233
1030,108.1457,0.8837,90.2322
1030.1,108.1562,0.8835,90.2349
1030.2,108.1667,0.8835,90.2337
1030.3,108.1772,0.8836,90.2359
1030.4,108.1877,0.8835,90.2336
1030.5,108.1982,0.8838,90.236
1030.6,108.2086,0.8836,90.2351
1030.7,108.2192,0.8835,90.2373
1030.8,108.2297,0.8836,90.2357
1030.9,108.2402,0.8836,90.2374
1031,108.2506,0.8835,90.2369
1031.1,108.2612,0.8836,90.2368
1031.2,108.2716,0.8835,90.2375
1031.3,108.2822,0.8836,90.2364
1031.4,108.2927,0.8835,90.2398
1031.5,108.3031,0.8836,90.2387
1031.6,108.3137,0.8836,90.241
1031.7,108.3242,0.8835,90.238
1031.8,108.3346,0.8836,90.2402
1031.9,108.3452,0.8835,90.2365
1032,108.3557,0.8837,90.2386
1032.1,108.3662,0.8835,90.2374
1032.2,108.3767,0.8834,90.2378
1032.3,108.3871,0.8835,90.2378
1032.4,108.3977,0.8836,90.2367
1032.5,108.4082,0.8836,90.2368
1032.6,108.4187,0.8836,90.2347
1032.7,108.4291,0.8834,90.2351
1032.8,108.4396,0.8836,90.233
1032.9,108.4501,0.8834,90.2363
1033,108.4608,0.8836,90.2346
1033.1,108.4711,0.8836,90.2364
1033.2,108.4816,0.8834,90.2319
1033.3,108.4921,0.8836,90.2324
1033.4,108.5027,0.8836,90.2297
1033.5,108.5131,0.8835,90.2314
1033.6,108.5237,0.8835,90.2317
1033.7,108.5342,0.8834,90.2313
1033.8,108.5446,0.8836,90.2321
1033.9,108.5552,0.8835,90.2305
1034,108.5657,0.8835,90.233
1034.1,108.5761,0.8835,90.2295
1034.2,108.5867,0.8834,90.2311
1034.3,108.5972,0.8835,90.2284
1034.4,108.6077,0.8834,90.231
1034.5,108.6182,0.8834,90.2301
1034.6,108.6287,0.8835,90.2314
1034.7,108.6393,0.8835,90.2286
1034.8,108.6497,0.8835,90.2282
1034.9,108.6602,0.8835,90.2284
1035,108.6706,0.8834,90.2279
1035.1,108.6812,0.8836,90.2282
1035.2,108.6916,0.8836,90.2252
1035.3,108.7022,0.8834,90.2259
1035.4,108.7126,0.8835,90.2216
1035.5,108.7231,0.8836,90.2223
1035.6,108.7337,0.8836,90.2169
1035.7,108.7441,0.8834,90.2171
1035.8,108.7546,0.8835,90.2136
1035.9,108.7653,0.8836,90.2145
1036,108.7757,0.8836,90.2114
1036.1,108.7861,0.8836,90.2111
1036.2,108.7967,0.8835,90.2108
1036.3,108.8072,0.8836,90.2101
1036.4,108.8177,0.8836,90.2118
1036.5,108.8282,0.8835,90.2116
1036.6,108.8387,0.8835,90.2149
1036.7,108.8491,0.8835,90.2125
1036.8,108.8597,0.8835,90.215
1036.9,108.8702,0.8835,90.213
1037,108.8807,0.8835,90.2171
1037.1,108.8911,0.8834,90.2162
1037.2,108.9017,0.8834,90.2188
1037.3,108.9121,0.8834,90.2209
1037.4,108.9226,0.8836,90.2244
1037.5,108.9331,0.8835,90.2255
1037.6,108.9438,0.8835,90.2273
1037.7,108.9541,0.8834,90.2308
1037.8,108.9646,0.8835,90.2271
1037.9,108.9751,0.8835,90.2279
1038,108.9856,0.8834,90.2271
1038.1,108.9961,0.8835,90.2301
1038.2,109.0067,0.8834,90.228
1038.3,109.0172,0.8833,90.2312
1038.4,109.0276,0.8834,90.2299
1038.5,109.0382,0.8834,90.2323
1038.6,109.0487,0.8832,90.2319
1038.7,109.0592,0.8834,90.2322
1038.8,109.0697,0.8836,90.2332
1038.9,109.0802,0.8834,90.2312
1039,109.0906,0.8833,90.2337
1039.1,109.1012,0.8833,90.2319
1039.2,109.1116,0.8834,90.2348
1039.3,109.1222,0.8832,90.231
1039.4,109.1327,0.8833,90.2351
1039.5,109.1432,0.8834,90.2321
1039.6,109.1536,0.8834,90.2349
1039.7,109.1642,0.8833,90.2351
1039.8,109.1746,0.8833,90.2363
1039.9,109.1852,0.8834,90.2366
1040,109.1956,0.8833,90.2385
1040.1,109.2061,0.8834,90.2405
1040.2,109.2167,0.8834,90.2384
1040.3,109.2272,0.8834,90.2411
1040.4,109.2376,0.8833,90.2376
1040.5,109.2482,0.8834,90.2396
1040.6,109.2587,0.8831,90.2393
1040.7,109.2691,0.8835,90.2411
1040.8,109.2797,0.8833,90.2375
1040.9,109.2902,0.8833,90.2413
1041,109.3007,0.8831,90.2407
1041.1,109.3112,0.8832,90.2402
1041.2,109.3217,0.8832,90.2406
1041.3,109.3321,0.8832,90.2403
1041.4,109.3427,0.8832,90.2408
1041.5,109.3532,0.8834,90.2377
1041.6,109.3637,0.8833,90.2398
1041.7,109.3741,0.8833,90.237
1041.8,109.3847,0.8831,90.2389
1041.9,109.3952,0.8834,90.2371
1042,109.4057,0.8831,90.2396
1042.1,109.4161,0.8833,90.2367
1042.2,109.4267,0.8833,90.2386
1042.3,109.4371,0.8831,90.2364
1042.4,109.4476,0.8832,90.2353
1042.5,109.4581,0.8832,90.2381
1042.6,109.4686,0.8832,90.237
1042.7,109.4792,0.8833,90.2371
1042.8,109.4898,0.8833,90.2335
1042.9,109.5002,0.8833,90.2382
1043,109.5106,0.8832,90.2352
1043.1,109.5212,0.8832,90.2384
1043.2,109.5317,0.8833,90.2371
1043.3,109.5421,0.8831,90.2409
1043.4,109.5527,0.8832,90.2401
1043.5,109.5632,0.8831,90.2425
1043.6,109.5736,0.8831,90.2426
1043.7,109.5842,0.8831,90.2424
1043.8,109.5946,0.883,90.244
1043.9,109.6052,0.883,90.2403
1044,109.6157,0.8831,90.2432
1044.1,109.6262,0.8831,90.2394
1044.2,109.6366,0.8831,90.2425
1044.3,109.6472,0.8832,90.2401
1044.4,109.6576,0.8831,90.2423
1044.5,109.6682,0.8831,90.2402
1044.6,109.6786,0.8833,90.2424
1044.7,109.6891,0.883,90.2401
1044.8,109.6997,0.8832,90.2413
1044.9,109.7101,0.883,90.2414
1045,109.7207,0.883,90.2399
1045.1,109.7313,0.883,90.2407
1045.2,109.7417,0.8831,90.2389
1045.3,109.7522,0.883,90.2403
1045.4,109.7628,0.883,90.2373
1045.5,109.7732,0.883,90.2388
1045.6,109.7837,0.883,90.2348
1045.7,109.7942,0.8831,90.2398
1045.8,109.8047,0.883,90.2379
1045.9,109.8151,0.8829,90.2393
1046,109.8257,0.8831,90.2384
1046.1,109.8361,0.8832,90.238
1046.2,109.8467,0.883,90.2398
1046.3,109.8571,0.8831,90.2387
1046.4,109.8677,0.8829,90.2414
1046.5,109.8781,0.883,90.2406
1046.6,109.8887,0.883,90.244
1046.7,109.8991,0.8829,90.2414
1046.8,109.9097,0.8831,90.2442
1046.9,109.9201,0.883,90.2417
1047,109.9306,0.883,90.2428
1047.1,109.9412,0.8831,90.2412
1047.2,109.9516,0.883,90.2406
1047.3,109.9621,0.8831,90.2421
1047.4,109.9727,0.8829,90.2416
1047.5,109.9832,0.8829,90.2436
1047.6,109.9936,0.8829,90.2404
1047.7,110.0042,0.8829,90.2436
1047.8,110.0147,0.8829,90.2411
1047.9,110.0253,0.8829,90.2418
1048,110.0357,0.883,90.2392
1048.1,110.0462,0.8829,90.2393
1048.2,110.0566,0.8828,90.2394
1048.3,110.0672,0.8828,90.2385
1048.4,110.0776,0.8829,90.2408
1048.5,110.0882,0.8828,90.2394
1048.6,110.0986,0.883,90.2413
1048.7,110.1092,0.8828,90.2383
1048.8,110.1197,0.883,90.2409
1048.9,110.1302,0.8828,90.2379
1049,110.1406,0.8827,90.2408
1049.1,110.1512,0.8829,90.2423
1049.2,110.1617,0.8829,90.2418
1049.3,110.1721,0.8827,90.2415
1049.4,110.1827,0.8829,90.2405
1049.5,110.1931,0.883,90.2423
1049.6,110.2037,0.883,90.2396
1049.7,110.2142,0.8828,90.2427
1049.8,110.2247,0.8829,90.24
1049.9,110.2352,0.8828,90.2426
1050,110.2458,0.8827,90.2409
1050.1,110.2561,0.883,90.2425
1050.2,110.2667,0.8827,90.2412
1050.3,110.2772,0.883,90.2424
1050.4,110.2877,0.8829,90.2441
1050.5,110.2981,0.8828,90.2427
1050.6,110.3087,0.8829,90.2445
1050.7,110.3191,0.8828,90.2414
1050.8,110.3297,0.8829,90.2434
1050.9,110.3402,0.8828,90.2411
1051,110.3506,0.8829,90.2428
1051.1,110.3611,0.8828,90.2413
1051.2,110.3717,0.883,90.242
1051.3,110.3822,0.8828,90.2424
1051.4,110.3927,0.8829,90.2405
1051.5,110.4032,0.883,90.2421
1051.6,110.4136,0.8827,90.2395
1051.7,110.4242,0.8829,90.2413
1051.8,110.4347,0.8829,90.2364
1051.9,110.4452,0.8828,90.2391
