Time,Displacement,Force,Strain 1
13.4,4.0126,1.422,0.0221
13.5,4.0201,1.4431,0.0225
13.6,4.0275,1.4651,0.0235
13.7,4.0351,1.4874,0.0243
13.8,4.0426,1.511,0.0245
13.9,4.0501,1.5352,0.0256
14,4.0576,1.5592,0.0257
14.1,4.0651,1.5838,0.0263
14.2,4.0726,1.6099,0.0272
14.3,4.0801,1.6356,0.0283
14.4,4.0875,1.6611,0.0288
14.5,4.0951,1.6876,0.0296
14.6,4.1025,1.7143,0.0303
14.7,4.11,1.7415,0.0314
14.8,4.1175,1.7686,0.0322
14.9,4.125,1.7966,0.0324
15,4.1325,1.8254,0.0339
15.1,4.14,1.8537,0.0346
15.2,4.1475,1.8822,0.0353
15.3,4.1551,1.9123,0.0365
15.4,4.1625,1.9424,0.0364
15.5,4.1701,1.9731,0.0379
15.6,4.1776,2.0032,0.039
15.7,4.1851,2.0344,0.0393
15.8,4.1926,2.0658,0.0405
15.9,4.2001,2.0972,0.0414
16,4.2074,2.1282,0.0421
16.1,4.215,2.1612,0.0432
16.2,4.2224,2.1931,0.044
16.3,4.23,2.2263,0.0449
16.4,4.2375,2.2585,0.0461
16.5,4.245,2.2923,0.047
16.6,4.2525,2.3263,0.0483
16.7,4.2601,2.361,0.0493
16.8,4.2675,2.3946,0.05
16.9,4.2751,2.4306,0.0509
17,4.2825,2.4657,0.0523
17.1,4.2901,2.5015,0.0532
17.2,4.2976,2.5373,0.0547
17.3,4.3051,2.574,0.0558
17.4,4.3126,2.6104,0.0573
17.5,4.3201,2.6469,0.0601
17.6,4.3275,2.6829,0.0604
17.7,4.3351,2.7214,0.0619
17.8,4.3425,2.7589,0.0631
17.9,4.35,2.7974,0.0642
18,4.3575,2.8354,0.0653
18.1,4.365,2.875,0.0667
18.2,4.3725,2.9142,0.0676
18.3,4.3801,2.9536,0.0687
18.4,4.3875,2.9931,0.0704
18.5,4.3951,3.0349,0.071
18.6,4.4025,3.075,0.0724
18.7,4.4101,3.116,0.0736
18.8,4.4176,3.1569,0.0749
18.9,4.425,3.1984,0.0765
19,4.4325,3.2405,0.078
19.1,4.44,3.2827,0.0797
19.2,4.4475,3.3243,0.081
19.3,4.4551,3.3682,0.082
19.4,4.4625,3.4103,0.0832
19.5,4.4699,3.4536,0.0853
19.6,4.4774,3.497,0.0861
19.7,4.4849,3.5422,0.0879
19.8,4.4925,3.5871,0.0896
19.9,4.5001,3.6321,0.0905
20,4.5076,3.6766,0.0926
20.1,4.5151,3.723,0.0939
20.2,4.5225,3.7684,0.0952
20.3,4.53,3.8146,0.0973
20.4,4.5375,3.8611,0.0984
20.5,4.545,3.908,0.0995
20.6,4.5525,3.9551,0.1015
20.7,4.5601,4.0026,0.1027
20.8,4.5675,4.0496,0.1044
20.9,4.5751,4.0986,0.1064
21,4.5825,4.1463,0.1078
21.1,4.59,4.1944,0.109
21.2,4.5976,4.2433,0.1105
21.3,4.605,4.292,0.112
21.4,4.6125,4.3417,0.114
21.5,4.6201,4.3912,0.1157
21.6,4.6276,4.4411,0.1169
21.7,4.6351,4.4915,0.1187
21.8,4.6425,4.5404,0.1204
21.9,4.65,4.5899,0.1228
22,4.6575,4.6416,0.1254
22.1,4.665,4.6917,0.1267
22.2,4.6724,4.7424,0.1286
22.3,4.6801,4.7941,0.1302
22.4,4.6875,4.8447,0.1313
22.5,4.695,4.8964,0.1333
22.6,4.7024,4.9474,0.135
22.7,4.7099,4.9996,0.1364
22.8,4.7176,5.0531,0.1385
22.9,4.7251,5.1055,0.1401
23,4.7325,5.157,0.1415
23.1,4.7401,5.2108,0.1433
23.2,4.7476,5.2634,0.1452
23.3,4.755,5.3172,0.1462
23.4,4.7625,5.3697,0.1485
23.5,4.77,5.4233,0.1504
23.6,4.7776,5.478,0.1517
23.7,4.7849,5.5307,0.1538
23.8,4.7924,5.5854,0.1555
23.9,4.8,5.6402,0.1573
24,4.8075,5.6949,0.1589
24.1,4.8151,5.7504,0.1607
24.2,4.8225,5.8046,0.1627
24.3,4.83,5.8593,0.1648
24.4,4.8376,5.9167,0.1662
24.5,4.8451,5.9716,0.168
24.6,4.8525,6.0271,0.1703
24.7,4.8601,6.0832,0.1714
24.8,4.8676,6.1391,0.1735
24.9,4.8751,6.1952,0.1754
25,4.8825,6.2504,0.1769
25.1,4.8899,6.3064,0.1789
25.2,4.8976,6.3648,0.181
25.3,4.905,6.4203,0.1826
25.4,4.9124,6.4763,0.1847
25.5,4.92,6.5344,0.1862
25.6,4.9275,6.592,0.1875
25.7,4.935,6.6498,0.1899
25.8,4.9425,6.7064,0.1915
25.9,4.95,6.764,0.1931
26,4.9576,6.823,0.1954
26.1,4.965,6.8804,0.1971
26.2,4.9724,6.9379,0.1988
26.3,4.9801,6.9972,0.2009
26.4,4.9876,7.0553,0.2022
26.5,4.995,7.1135,0.2047
26.6,5.0025,7.171,0.2065
26.7,5.0099,7.2294,0.2076
26.8,5.0175,7.2896,0.2102
26.9,5.0249,7.3468,0.2116
27,5.0324,7.4062,0.2135
27.1,5.0401,7.467,0.2155
27.2,5.0475,7.525,0.2176
27.3,5.055,7.5854,0.2191
27.4,5.0625,7.6446,0.2211
27.5,5.07,7.7042,0.2224
27.6,5.0776,7.765,0.2247
27.7,5.0851,7.8246,0.2271
27.8,5.0925,7.8839,0.2281
27.9,5.1001,7.9457,0.2302
28,5.1076,8.0053,0.2332
28.1,5.115,8.0655,0.2348
28.2,5.1225,8.1247,0.2414
28.3,5.13,8.1852,0.2444
28.4,5.1374,8.2457,0.2457
28.5,5.1449,8.3065,0.2488
28.6,5.1524,8.3668,0.247
28.7,5.1601,8.4298,0.2517
28.8,5.1676,8.4902,0.2547
28.9,5.175,8.5506,0.2563
29,5.1825,8.6113,0.258
29.1,5.19,8.6735,0.2608
29.2,5.1976,8.7359,0.2638
29.3,5.2051,8.7966,0.2664
29.4,5.2125,8.8566,0.2687
29.5,5.2201,8.9199,0.2699
29.6,5.2275,8.9803,0.2718
29.7,5.235,9.0423,0.2743
29.8,5.2425,9.1039,0.2757
29.9,5.25,9.1658,0.2782
30,5.2575,9.2282,0.2801
30.1,5.265,9.2901,0.2817
30.2,5.2724,9.3513,0.2842
30.3,5.28,9.4162,0.286
30.4,5.2875,9.4791,0.2881
30.5,5.295,9.5417,0.2901
30.6,5.3026,9.6046,0.292
30.7,5.3101,9.667,0.2939
30.8,5.3175,9.7292,0.2962
30.9,5.325,9.7919,0.2982
31,5.3324,9.8538,0.3005
31.1,5.3401,9.9202,0.3028
31.2,5.3476,9.9821,0.3044
31.3,5.355,10.0437,0.3069
31.4,5.3624,10.1059,0.3095
31.5,5.3699,10.17,0.3106
31.6,5.3775,10.2341,0.3129
31.7,5.385,10.2969,0.3145
31.8,5.3924,10.3596,0.3167
31.9,5.4001,10.4257,0.3195
32,5.4076,10.4879,0.3211
32.1,5.415,10.5511,0.3238
32.2,5.4225,10.6147,0.3265
32.3,5.4301,10.6791,0.3285
32.4,5.4376,10.7423,0.3305
32.5,5.445,10.8054,0.3329
32.6,5.4524,10.8668,0.3344
32.7,5.46,10.933,0.337
32.8,5.4675,10.9966,0.3393
32.9,5.475,11.06,0.341
33,5.4825,11.124,0.3434
33.1,5.49,11.1885,0.3458
33.2,5.4975,11.2528,0.3474
33.3,5.505,11.3169,0.3499
33.4,5.5125,11.3809,0.3519
33.5,5.5201,11.4477,0.3541
33.6,5.5276,11.5108,0.3564
33.7,5.535,11.5742,0.3584
33.8,5.5425,11.6385,0.3605
33.9,5.55,11.7032,0.3627
34,5.5575,11.7677,0.3647
34.1,5.565,11.8311,0.3685
34.2,5.5724,11.8948,0.3718
34.3,5.5801,11.9611,0.3739
34.4,5.5875,12.0242,0.3766
34.5,5.5949,12.0879,0.3776
34.6,5.6025,12.153,0.3796
34.7,5.61,12.2183,0.3827
34.8,5.6175,12.283,0.3847
34.9,5.625,12.3469,0.3859
35,5.6324,12.4102,0.3891
35.1,5.6401,12.4772,0.3905
35.2,5.6476,12.5417,0.393
35.3,5.655,12.6043,0.3957
35.4,5.6626,12.6694,0.3972
35.5,5.6701,12.7333,0.3999
35.6,5.6775,12.7967,0.4025
35.7,5.6849,12.8607,0.4043
35.8,5.6924,12.9242,0.4075
35.9,5.7001,12.9904,0.4101
36,5.7076,13.0539,0.4117
36.1,5.7149,13.116,0.4139
36.2,5.7225,13.1821,0.4169
36.3,5.73,13.2463,0.4189
36.4,5.7375,13.3105,0.4214
36.5,5.745,13.3745,0.4235
36.6,5.7525,13.4379,0.4257
36.7,5.7601,13.5031,0.4283
36.8,5.7675,13.5658,0.4306
36.9,5.7749,13.6287,0.4332
37,5.7826,13.6943,0.4358
37.1,5.79,13.757,0.438
37.2,5.7975,13.8194,0.4421
37.3,5.805,13.8824,0.446
37.4,5.8125,13.9452,0.4475
37.5,5.82,14.0101,0.4502
37.6,5.8275,14.0725,0.4523
37.7,5.835,14.1339,0.4542
37.8,5.8426,14.1988,0.4578
37.9,5.8501,14.2607,0.4598
38,5.8575,14.3223,0.4618
38.1,5.865,14.3843,0.4658
38.2,5.8725,14.4466,0.4689
38.3,5.8801,14.5085,0.4714
38.4,5.8875,14.5688,0.4743
38.5,5.8949,14.6281,0.4762
38.6,5.9025,14.6908,0.4787
38.7,5.91,14.7508,0.482
38.8,5.9174,14.8107,0.4839
38.9,5.925,14.8708,0.4865
39,5.9325,14.9313,0.4894
39.1,5.94,14.9916,0.4915
39.2,5.9475,15.0501,0.4946
39.3,5.9549,15.1081,0.4968
39.4,5.9626,15.1693,0.4991
39.5,5.9701,15.2271,0.5023
39.6,5.9775,15.2845,0.5051
39.7,5.985,15.3418,0.5076
39.8,5.9925,15.4004,0.5104
39.9,6,15.4577,0.5128
40,6.0075,15.5138,0.5156
40.1,6.015,15.5684,0.5191
40.2,6.0226,15.6258,0.5214
40.3,6.03,15.6799,0.5246
40.4,6.0374,15.7343,0.5274
40.5,6.045,15.7891,0.5299
40.6,6.0525,15.8443,0.5329
40.7,6.06,15.8975,0.5366
40.8,6.0675,15.9502,0.5392
40.9,6.075,16.002,0.5426
41,6.0826,16.0564,0.5464
41.1,6.09,16.1072,0.5492
41.2,6.0975,16.1568,0.5531
41.3,6.105,16.2075,0.5558
41.4,6.1126,16.2575,0.5595
41.5,6.12,16.3056,0.5633
41.6,6.1275,16.3534,0.5669
41.7,6.1349,16.3995,0.571
41.8,6.1426,16.4486,0.5749
41.9,6.15,16.493,0.5784
42,6.1575,16.537,0.5825
42.1,6.165,16.5815,0.5868
42.2,6.1725,16.6253,0.5915
42.3,6.18,16.6683,0.5967
42.4,6.1876,16.7105,0.6013
42.5,6.1951,16.7496,0.6056
42.6,6.2027,16.7899,0.6104
42.7,6.21,16.8257,0.6156
42.8,6.2174,16.8614,0.6201
42.9,6.225,16.8981,0.6253
43,6.2326,16.9318,0.6306
43.1,6.24,16.9624,0.6361
43.2,6.2476,16.9916,0.642
43.3,6.255,17.018,0.6475
43.4,6.2625,17.0453,0.6539
43.5,6.2699,17.0682,0.6605
43.6,6.2775,17.0901,0.667
43.7,6.2851,17.1106,0.6741
43.8,6.2926,17.1283,0.6816
43.9,6.3,17.144,0.6892
44,6.3075,17.1605,0.6981
44.1,6.3151,17.1747,0.7083
44.2,6.3226,17.1892,0.719
44.3,6.3301,17.2002,0.7287
44.4,6.3375,17.2112,0.7371
44.5,6.3451,17.2242,0.7459
44.6,6.3525,17.2351,0.7553
44.7,6.3599,17.2445,0.7633
44.8,6.3675,17.255,0.773
44.9,6.3751,17.2648,0.7827
45,6.3826,17.2755,0.7914
45.1,6.39,17.2832,0.8004
45.2,6.3974,17.2923,0.8123
45.3,6.4051,17.3036,0.8252
45.4,6.4126,17.3124,0.8357
45.5,6.42,17.3198,0.8455
45.6,6.4276,17.3291,0.8552
45.7,6.4351,17.3375,0.8653
45.8,6.4426,17.3467,0.8751
45.9,6.45,17.3536,0.8843
46,6.4575,17.3611,0.8951
46.1,6.4651,17.3711,0.9057
46.2,6.4726,17.3777,0.9154
46.3,6.4799,17.3838,0.925
46.4,6.4875,17.3926,0.9345
46.5,6.495,17.4009,0.9449
46.6,6.5026,17.4092,0.9549
46.7,6.51,17.4148,0.9638
46.8,6.5175,17.422,0.974
46.9,6.5251,17.4316,0.9839
47,6.5325,17.4384,0.9928
47.1,6.54,17.4456,1.0031
47.2,6.5476,17.4544,1.0127
47.3,6.5552,17.4611,1.0233
47.4,6.5627,17.4676,1.0335
47.5,6.57,17.4724,1.0435
47.6,6.5774,17.4795,1.0526
47.7,6.5851,17.4896,1.0627
47.8,6.5925,17.4961,1.0733
47.9,6.6,17.5007,1.083
48,6.6076,17.5086,1.0925
48.1,6.6151,17.5162,1.1021
48.2,6.6225,17.5233,1.1114
48.3,6.63,17.529,1.1209
48.4,6.6375,17.536,1.1297
48.5,6.6452,17.5448,1.1393
48.6,6.6526,17.5504,1.1488
48.7,6.6599,17.5559,1.1577
48.8,6.6676,17.565,1.1677
48.9,6.6751,17.5717,1.1766
49,6.6826,17.5782,1.1856
49.1,6.69,17.5832,1.195
49.2,6.6975,17.5895,1.2043
49.3,6.7051,17.5982,1.2133
49.4,6.7125,17.6039,1.2226
49.5,6.7199,17.6091,1.2312
49.6,6.7276,17.6177,1.2406
49.7,6.7352,17.6246,1.2501
49.8,6.7426,17.6296,1.258
49.9,6.75,17.6351,1.2671
50,6.7575,17.6425,1.2761
50.1,6.7651,17.6512,1.2852
50.2,6.7726,17.6566,1.2946
50.3,6.78,17.6613,1.3032
50.4,6.7876,17.6693,1.3116
50.5,6.7951,17.675,1.3209
50.6,6.8025,17.6806,1.3291
50.7,6.81,17.6863,1.3378
50.8,6.8175,17.6928,1.347
50.9,6.8251,17.7009,1.3559
51,6.8325,17.7059,1.365
51.1,6.8399,17.7105,1.3737
51.2,6.8476,17.7201,1.3827
51.3,6.8551,17.7265,1.3914
51.4,6.8626,17.7321,1.4005
51.5,6.8701,17.7374,1.4085
51.6,6.8776,17.744,1.4176
51.7,6.8851,17.7519,1.4259
51.8,6.8925,17.7574,1.4341
51.9,6.8999,17.7619,1.4432
52,6.9076,17.7707,1.4514
52.1,6.9151,17.7759,1.4601
52.2,6.9225,17.7803,1.4701
52.3,6.9299,17.7862,1.4782
52.4,6.9375,17.7939,1.4865
52.5,6.9451,17.8014,1.4956
52.6,6.9525,17.806,1.5036
52.7,6.9599,17.8104,1.5128
52.8,6.9676,17.8196,1.5218
52.9,6.9751,17.8256,1.5303
53,6.9825,17.8311,1.5402
53.1,6.99,17.8367,1.5489
53.2,6.9976,17.8436,1.5574
53.3,7.0051,17.8499,1.5663
53.4,7.0125,17.854,1.5746
53.5,7.0199,17.8591,1.5835
53.6,7.0276,17.8692,1.5931
53.7,7.0351,17.8737,1.6015
53.8,7.0425,17.8778,1.6107
53.9,7.05,17.8831,1.6194
54,7.0575,17.8902,1.6279
54.1,7.065,17.8973,1.6374
54.2,7.0725,17.9021,1.6465
54.3,7.0799,17.9072,1.6548
54.4,7.0877,17.9164,1.6637
54.5,7.0951,17.9211,1.6727
54.6,7.1025,17.9262,1.6815
54.7,7.11,17.9319,1.6915
54.8,7.1176,17.939,1.6999
54.9,7.1251,17.9445,1.7097
55,7.1325,17.9493,1.7183
55.1,7.1399,17.9535,1.7266
55.2,7.1476,17.9632,1.7357
55.3,7.155,17.9675,1.7445
55.4,7.1625,17.9728,1.7533
55.5,7.17,17.9783,1.7627
55.6,7.1776,17.9852,1.7721
55.7,7.185,17.9906,1.7805
55.8,7.1925,17.9956,1.79
55.9,7.1999,18.001,1.7992
56,7.2076,18.0105,1.808
56.1,7.2151,18.0155,1.8176
56.2,7.2226,18.0196,1.8263
56.3,7.2301,18.0249,1.8358
56.4,7.2376,18.0307,1.845
56.5,7.245,18.0364,1.8538
56.6,7.2525,18.0416,1.8632
56.7,7.26,18.0461,1.8727
56.8,7.2677,18.0547,1.881
56.9,7.2751,18.0582,1.8899
57,7.2824,18.0615,1.8995
57.1,7.29,18.0687,1.9088
57.2,7.2976,18.0762,1.9184
57.3,7.3051,18.0815,1.9278
57.4,7.3126,18.0863,1.9368
57.5,7.32,18.0913,1.9459
57.6,7.3276,18.0996,1.9551
57.7,7.3351,18.1043,1.9638
57.8,7.3425,18.1083,1.9736
57.9,7.3501,18.115,1.9826
58,7.3576,18.1205,1.9925
58.1,7.365,18.125,2.0014
58.2,7.3725,18.1294,2.0102
58.3,7.3799,18.1346,2.0197
58.4,7.3876,18.1429,2.0286
58.5,7.3951,18.1472,2.0373
58.6,7.4025,18.1511,2.0464
58.7,7.4101,18.1573,2.0553
58.8,7.4175,18.1634,2.0636
58.9,7.425,18.1693,2.0731
59,7.4326,18.1755,2.0817
59.1,7.4401,18.1805,2.0908
59.2,7.4477,18.1873,2.1003
59.3,7.4551,18.1911,2.109
59.4,7.4625,18.1942,2.1179
59.5,7.4701,18.2015,2.1274
59.6,7.4775,18.2066,2.136
59.7,7.485,18.2112,2.1448
59.8,7.4925,18.2164,2.1535
59.9,7.5,18.2213,2.1621
60,7.5075,18.2276,2.1709
60.1,7.515,18.2324,2.1795
60.2,7.5224,18.2368,2.1883
60.3,7.5301,18.2446,2.1977
60.4,7.5377,18.2494,2.2058
60.5,7.5451,18.2536,2.215
60.6,7.5525,18.2579,2.2246
60.7,7.56,18.2644,2.2324
60.8,7.5676,18.271,2.242
60.9,7.5751,18.2752,2.2504
61,7.5825,18.2782,2.2588
61.1,7.5901,18.2852,2.268
61.2,7.5975,18.2897,2.2761
61.3,7.6049,18.2942,2.2854
61.4,7.6125,18.2992,2.295
61.5,7.62,18.3051,2.3034
61.6,7.6276,18.3107,2.3124
61.7,7.6351,18.3153,2.3217
61.8,7.6425,18.3193,2.3296
61.9,7.6501,18.3272,2.3392
62,7.6576,18.3317,2.3482
62.1,7.665,18.3359,2.3562
62.2,7.6726,18.3409,2.366
62.3,7.6801,18.3465,2.3742
62.4,7.6875,18.3519,2.3829
62.5,7.695,18.3563,2.3922
62.6,7.7024,18.3601,2.401
62.7,7.7101,18.367,2.4092
62.8,7.7176,18.3708,2.4183
62.9,7.725,18.3747,2.4266
63,7.7325,18.38,2.4357
63.1,7.74,18.3859,2.4449
63.2,7.7475,18.3918,2.453
63.3,7.7551,18.3962,2.4619
63.4,7.7626,18.3997,2.4703
63.5,7.7702,18.4068,2.4789
63.6,7.7776,18.4108,2.4882
63.7,7.785,18.4152,2.4963
63.8,7.7926,18.4207,2.505
63.9,7.8001,18.4261,2.5143
64,7.8076,18.4303,2.5215
64.1,7.8151,18.4344,2.5307
64.2,7.8224,18.4375,2.5401
64.3,7.8301,18.4454,2.5489
64.4,7.8375,18.4486,2.5577
64.5,7.845,18.4528,2.5668
64.6,7.8526,18.4579,2.5754
64.7,7.8601,18.4631,2.585
64.8,7.8675,18.4682,2.5935
64.9,7.8751,18.4739,2.6024
65,7.8825,18.478,2.612
65.1,7.8902,18.4847,2.6197
65.2,7.8975,18.4874,2.6286
65.3,7.905,18.4918,2.6376
65.4,7.9125,18.4975,2.6458
65.5,7.9201,18.5031,2.6548
65.6,7.9275,18.5072,2.664
65.7,7.9351,18.5112,2.6725
65.8,7.9425,18.5142,2.6818
65.9,7.9501,18.5197,2.6907
66,7.9575,18.5228,2.699
66.1,7.9649,18.5277,2.7081
66.2,7.9726,18.5345,2.7164
66.3,7.9801,18.5397,2.7249
66.4,7.9875,18.5433,2.734
66.5,7.9951,18.5477,2.7426
66.6,8.0026,18.5519,2.751
66.7,8.0101,18.5588,2.7599
66.8,8.0176,18.562,2.7687
66.9,8.025,18.5657,2.7775
67,8.0326,18.571,2.7868
67.1,8.04,18.5748,2.7947
67.2,8.0474,18.5783,2.8037
67.3,8.055,18.5839,2.8127
67.4,8.0625,18.5887,2.8214
67.5,8.0701,18.5943,2.831
67.6,8.0775,18.5961,2.8395
67.7,8.0849,18.5999,2.8483
67.8,8.0926,18.6071,2.8578
67.9,8.1001,18.612,2.8662
68,8.1075,18.6156,2.8748
68.1,8.1151,18.6209,2.8839
68.2,8.1226,18.6247,2.8923
68.3,8.1301,18.6297,2.9012
68.4,8.1375,18.6318,2.9101
68.5,8.1449,18.6366,2.9188
68.6,8.1526,18.6435,2.9286
68.7,8.1601,18.6464,2.9374
68.8,8.1674,18.6489,2.9457
68.9,8.175,18.6542,2.9554
69,8.1825,18.6597,2.9642
69.1,8.1901,18.6649,2.973
69.2,8.1975,18.6673,2.9822
69.3,8.205,18.6717,2.9904
69.4,8.2127,18.6772,2.9998
69.5,8.2201,18.6802,3.0078
69.6,8.2274,18.6838,3.0166
69.7,8.2351,18.6901,3.0256
69.8,8.2426,18.695,3.0344
69.9,8.2502,18.6993,3.0431
70,8.2575,18.7012,3.0525
70.1,8.265,18.7044,3.062
70.2,8.2726,18.7102,3.0711
70.3,8.28,18.7139,3.0802
70.4,8.2874,18.7175,3.0886
70.5,8.2951,18.724,3.0978
70.6,8.3026,18.7278,3.1067
70.7,8.3101,18.7316,3.1164
70.8,8.3175,18.734,3.1259
70.9,8.325,18.7392,3.1346
71,8.3327,18.7459,3.1433
71.1,8.3401,18.7491,3.1528
71.2,8.3474,18.7507,3.1611
71.3,8.355,18.756,3.1698
71.4,8.3626,18.7613,3.1794
71.5,8.37,18.7654,3.1876
71.6,8.3775,18.768,3.196
71.7,8.385,18.7716,3.2053
71.8,8.3926,18.7773,3.2137
71.9,8.4,18.7791,3.2225
72,8.4074,18.7826,3.2322
72.1,8.415,18.7894,3.2408
72.2,8.4226,18.7934,3.2498
72.3,8.4301,18.797,3.2582
72.4,8.4375,18.7996,3.2676
72.5,8.445,18.8043,3.2765
72.6,8.4526,18.8105,3.2862
72.7,8.4601,18.8135,3.2952
72.8,8.4675,18.816,3.3039
72.9,8.4752,18.8222,3.3125
73,8.4827,18.8254,3.3213
73.1,8.49,18.8278,3.3299
73.2,8.4974,18.8308,3.3381
73.3,8.505,18.8357,3.3474
73.4,8.5126,18.8418,3.3562
73.5,8.52,18.8433,3.3645
73.6,8.5274,18.8458,3.3734
73.7,8.5351,18.8524,3.3817
73.8,8.5426,18.8565,3.3906
73.9,8.55,18.8597,3.4
74,8.5576,18.863,3.4074
74.1,8.5651,18.8676,3.4171
74.2,8.5727,18.8721,3.4252
74.3,8.58,18.8743,3.4335
74.4,8.5874,18.8766,3.4423
74.5,8.5951,18.8837,3.4513
74.6,8.6026,18.8872,3.4595
74.7,8.61,18.8896,3.4691
74.8,8.6175,18.8923,3.4777
74.9,8.625,18.8972,3.4873
75,8.6325,18.9024,3.4966
75.1,8.64,18.905,3.5046
75.2,8.6474,18.9076,3.5138
75.3,8.6552,18.9145,3.5228
75.4,8.6626,18.9172,3.5316
75.5,8.67,18.9192,3.5403
