Time,Displacement,Force,Strain 1
75.6,8.6775,18.9235,3.5498
75.7,8.6851,18.9289,3.5586
75.8,8.6926,18.933,3.5685
75.9,8.7,18.9345,3.5774
76,8.7074,18.9361,3.5872
76.1,8.7151,18.9436,3.5968
76.2,8.7226,18.9467,3.605
76.3,8.73,18.9488,3.6135
76.4,8.7375,18.9514,3.6225
76.5,8.7451,18.9556,3.6313
76.6,8.7526,18.9601,3.6394
76.7,8.76,18.9627,3.6495
76.8,8.7674,18.966,3.6574
76.9,8.7752,18.9734,3.6668
77,8.7827,18.9762,3.6754
77.1,8.79,18.9771,3.6846
77.2,8.7975,18.98,3.6939
77.3,8.8051,18.9861,3.7022
77.4,8.8126,18.99,3.711
77.5,8.82,18.9919,3.7205
77.6,8.8274,18.994,3.7282
77.7,8.8351,19.0005,3.7375
77.8,8.8426,19.0023,3.7463
77.9,8.8499,19.0046,3.7543
78,8.8575,19.0088,3.7633
78.1,8.8651,19.0137,3.7725
78.2,8.8726,19.0169,3.7807
78.3,8.88,19.0191,3.7905
78.4,8.8874,19.0214,3.7994
78.5,8.8951,19.0292,3.8077
78.6,8.9026,19.0326,3.8166
78.7,8.91,19.0348,3.825
78.8,8.9176,19.0382,3.8335
78.9,8.9251,19.0423,3.8428
79,8.9326,19.0445,3.8507
79.1,8.94,19.0463,3.86
79.2,8.9474,19.0491,3.8704
79.3,8.9551,19.0563,3.8789
79.4,8.9626,19.058,3.8881
79.5,8.97,19.0588,3.8971
79.6,8.9775,19.0626,3.9051
79.7,8.9851,19.0681,3.9145
79.8,8.9926,19.0719,3.9229
79.9,9.0001,19.0743,3.9317
80,9.0076,19.077,3.9424
80.1,9.0152,19.082,3.9537
80.2,9.0226,19.0837,3.9627
80.3,9.03,19.0862,3.9714
80.4,9.0376,19.0909,3.9803
80.5,9.0451,19.0946,3.9892
80.6,9.0526,19.0976,3.9979
80.7,9.06,19.0984,4.0064
80.8,9.0674,19.1011,4.0154
80.9,9.075,19.107,4.0247
81,9.0825,19.11,4.0328
81.1,9.09,19.1122,4.0422
81.2,9.0976,19.117,4.0515
81.3,9.1051,19.1203,4.0604
81.4,9.1125,19.1229,4.0702
81.5,9.12,19.126,4.0786
81.6,9.1275,19.13,4.0875
81.7,9.1352,19.1353,4.0967
81.8,9.1426,19.1368,4.1053
81.9,9.15,19.1375,4.1146
82,9.1576,19.1417,4.1246
82.1,9.165,19.1451,4.1329
82.2,9.1725,19.1475,4.1424
82.3,9.18,19.1506,4.1514
82.4,9.1876,19.1542,4.1606
82.5,9.1951,19.158,4.1699
82.6,9.2025,19.16,4.1785
82.7,9.2099,19.1619,4.187
82.8,9.2176,19.1678,4.1963
82.9,9.2251,19.1709,4.205
83,9.2326,19.1727,4.2142
83.1,9.2401,19.1746,4.2233
83.2,9.2475,19.1782,4.2314
83.3,9.2551,19.1828,4.2403
83.4,9.2626,19.1852,4.2491
83.5,9.27,19.1865,4.2573
83.6,9.2777,19.1915,4.2664
83.7,9.2851,19.1926,4.2754
83.8,9.2924,19.1942,4.2835
83.9,9.2999,19.1978,4.2934
84,9.3075,19.2021,4.3016
84.1,9.3151,19.2063,4.3106
84.2,9.3226,19.2081,4.3201
84.3,9.33,19.209,4.3287
84.4,9.3376,19.215,4.338
84.5,9.345,19.2183,4.3475
84.6,9.3525,19.2207,4.3556
84.7,9.3601,19.224,4.3645
84.8,9.3676,19.2273,4.3739
84.9,9.3751,19.2301,4.3831
85,9.3825,19.2319,4.3934
85.1,9.3899,19.2337,4.405
85.2,9.3976,19.2393,4.4154
85.3,9.4051,19.2409,4.4253
85.4,9.4125,19.2428,4.4342
85.5,9.42,19.2447,4.4434
85.6,9.4275,19.2481,4.4525
85.7,9.435,19.2515,4.4615
85.8,9.4425,19.2547,4.4713
85.9,9.45,19.2571,4.4803
86,9.4577,19.2622,4.4889
86.1,9.4651,19.2633,4.4987
86.2,9.4725,19.2653,4.5079
86.3,9.48,19.2691,4.5168
86.4,9.4876,19.2731,4.5266
86.5,9.4951,19.2748,4.5358
86.6,9.5026,19.2764,4.5455
86.7,9.51,19.2773,4.5552
86.8,9.5176,19.2826,4.5647
86.9,9.525,19.2837,4.5747
87,9.5325,19.286,4.5842
87.1,9.54,19.2898,4.5927
87.2,9.5476,19.2933,4.6025
87.3,9.555,19.2956,4.6113
87.4,9.5626,19.2987,4.6204
87.5,9.57,19.3008,4.6299
87.6,9.5777,19.3057,4.6398
87.7,9.5851,19.3073,4.6498
87.8,9.5925,19.3089,4.6592
87.9,9.6001,19.3121,4.6684
88,9.6075,19.3148,4.6771
88.1,9.615,19.3174,4.687
88.2,9.6225,19.3204,4.6955
88.3,9.63,19.3225,4.7054
88.4,9.6376,19.3264,4.7149
88.5,9.645,19.3266,4.7231
88.6,9.6524,19.329,4.7333
88.7,9.6601,19.3339,4.7423
88.8,9.6676,19.3362,4.7514
88.9,9.675,19.3378,4.7609
89,9.6826,19.3411,4.7696
89.1,9.6901,19.3429,4.7793
89.2,9.6976,19.3468,4.7879
89.3,9.705,19.3481,4.7966
89.4,9.7125,19.3503,4.806
89.5,9.7201,19.3544,4.8154
89.6,9.7276,19.3562,4.8248
89.7,9.735,19.3578,4.8338
89.8,9.7425,19.3606,4.8426
89.9,9.75,19.3633,4.8516
90,9.7576,19.3674,4.8612
90.1,9.765,19.3677,4.8699
90.2,9.7725,19.3691,4.8791
90.3,9.7801,19.3734,4.8886
90.4,9.7876,19.3761,4.8973
90.5,9.795,19.3779,4.9061
90.6,9.8026,19.3821,4.916
90.7,9.8102,19.3847,4.9242
90.8,9.8177,19.3872,4.9338
90.9,9.825,19.3872,4.9433
91,9.8324,19.3891,4.9514
91.1,9.8401,19.3944,4.9612
91.2,9.8475,19.3959,4.9697
91.3,9.855,19.3968,4.9787
91.4,9.8625,19.4001,4.9888
91.5,9.8701,19.4029,4.9993
91.6,9.8775,19.4057,5.0086
91.7,9.885,19.4066,5.0184
91.8,9.8925,19.4093,5.0271
91.9,9.9002,19.414,5.0361
92,9.9076,19.4152,5.0472
92.1,9.915,19.4166,5.0563
92.2,9.9225,19.42,5.0659
92.3,9.9301,19.4233,5.0756
92.4,9.9376,19.4258,5.0846
92.5,9.945,19.4257,5.0961
92.6,9.9525,19.427,5.1061
92.7,9.96,19.431,5.115
92.8,9.9674,19.4324,5.1242
92.9,9.9749,19.4339,5.1337
93,9.9825,19.4378,5.1443
93.1,9.9901,19.4408,5.1553
93.2,9.9976,19.4421,5.1644
93.3,10.005,19.4425,5.1743
93.4,10.0124,19.4454,5.1841
93.5,10.0201,19.4508,5.1924
93.6,10.0276,19.4523,5.2024
93.7,10.035,19.453,5.2112
93.8,10.0426,19.4564,5.2199
93.9,10.0501,19.4584,5.2302
94,10.0575,19.4602,5.239
94.1,10.065,19.4616,5.2492
94.2,10.0725,19.4641,5.26
94.3,10.0801,19.4684,5.2684
94.4,10.0875,19.4686,5.2779
94.5,10.0948,19.4687,5.2879
94.6,10.1025,19.4736,5.2959
94.7,10.1101,19.4775,5.3052
94.8,10.1176,19.4795,5.3153
94.9,10.1251,19.4802,5.3233
95,10.1326,19.4819,5.333
95.1,10.1401,19.4855,5.3425
95.2,10.1475,19.4862,5.351
95.3,10.1549,19.4877,5.3601
95.4,10.1626,19.4923,5.3696
95.5,10.1702,19.4947,5.3808
95.6,10.1775,19.4941,5.3915
95.7,10.1849,19.4947,5.4005
95.8,10.1924,19.4981,5.4099
95.9,10.2001,19.5023,5.4199
96,10.2075,19.5027,5.4281
96.1,10.215,19.5042,5.4381
96.2,10.2226,19.5075,5.4478
96.3,10.2301,19.5092,5.456
96.4,10.2375,19.5117,5.4672
96.5,10.245,19.5136,5.4768
96.6,10.2526,19.5163,5.486
96.7,10.2602,19.5195,5.4965
96.8,10.2676,19.5192,5.5066
96.9,10.2749,19.519,5.5162
97,10.2826,19.5248,5.526
97.1,10.2901,19.5269,5.5345
97.2,10.2975,19.5278,5.5439
97.3,10.305,19.5295,5.5536
97.4,10.3126,19.5316,5.5619
97.5,10.32,19.5342,5.5716
97.6,10.3274,19.5345,5.5806
97.7,10.3349,19.536,5.5889
97.8,10.3427,19.5418,5.5985
97.9,10.3502,19.5437,5.6083
98,10.3576,19.5435,5.6168
98.1,10.365,19.5445,5.6259
98.2,10.3725,19.5484,5.6346
98.3,10.3801,19.5517,5.6448
98.4,10.3876,19.5516,5.6548
98.5,10.395,19.5516,5.6635
98.6,10.4026,19.5558,5.6727
98.7,10.41,19.5571,5.6822
98.8,10.4174,19.5574,5.6913
98.9,10.4249,19.5592,5.7006
99,10.4325,19.5626,5.7099
99.1,10.4401,19.565,5.7185
99.2,10.4475,19.5654,5.7285
99.3,10.4548,19.5657,5.7371
99.4,10.4626,19.5725,5.7458
99.5,10.4702,19.5746,5.7558
99.6,10.4776,19.5738,5.765
99.7,10.4851,19.5753,5.7763
99.8,10.4926,19.578,5.7866
99.9,10.5001,19.5801,5.7948
100,10.5075,19.5806,5.8042
100.1,10.5149,19.5816,5.8135
100.2,10.5227,19.5869,5.8227
100.3,10.5301,19.5869,5.8321
100.4,10.5375,19.5863,5.8424
100.5,10.5449,19.5887,5.8527
100.6,10.5525,19.5931,5.8625
100.7,10.56,19.595,5.8711
100.8,10.5675,19.5959,5.8804
100.9,10.575,19.5972,5.8909
101,10.5827,19.6021,5.9016
101.1,10.5901,19.6028,5.9118
101.2,10.5975,19.6032,5.9214
101.3,10.6051,19.6057,5.9302
101.4,10.6127,19.6086,5.9402
101.5,10.6201,19.6093,5.9496
101.6,10.6275,19.6088,5.959
101.7,10.6349,19.6088,5.9688
101.8,10.6425,19.614,5.9773
101.9,10.65,19.6152,5.9871
102,10.6575,19.6166,5.9978
102.1,10.6651,19.6178,6.0063
102.2,10.6726,19.6194,6.0163
102.3,10.68,19.6215,6.026
102.4,10.6875,19.6235,6.035
102.5,10.695,19.6246,6.0447
102.6,10.7027,19.6288,6.0536
102.7,10.7101,19.6292,6.0631
102.8,10.7175,19.6288,6.0728
102.9,10.725,19.6318,6.0831
103,10.7325,19.6344,6.0927
103.1,10.74,19.6357,6.1033
103.2,10.7475,19.6364,6.1125
103.3,10.755,19.6374,6.1223
103.4,10.7626,19.641,6.132
103.5,10.77,19.641,6.1413
103.6,10.7774,19.6418,6.1514
103.7,10.7851,19.6459,6.1613
103.8,10.7927,19.6479,6.1704
103.9,10.8001,19.6484,6.1803
104,10.8075,19.6488,6.1892
104.1,10.815,19.651,6.1987
104.2,10.8226,19.6552,6.2084
104.3,10.8301,19.6556,6.2172
104.4,10.8375,19.6554,6.2272
104.5,10.8451,19.6586,6.2369
104.6,10.8526,19.6594,6.2463
104.7,10.86,19.66,6.2567
104.8,10.8675,19.6615,6.2672
104.9,10.875,19.6639,6.2765
105,10.8826,19.6666,6.2867
105.1,10.8901,19.6665,6.2972
105.2,10.8974,19.6666,6.3071
105.3,10.9051,19.6698,6.3178
105.4,10.9126,19.6726,6.3269
105.5,10.92,19.6729,6.3366
105.6,10.9276,19.6749,6.3467
105.7,10.9351,19.6762,6.3558
105.8,10.9426,19.678,6.3658
105.9,10.95,19.6785,6.3756
106,10.9574,19.679,6.3846
106.1,10.9651,19.6834,6.3954
106.2,10.9726,19.6837,6.4048
106.3,10.98,19.683,6.4139
106.4,10.9874,19.6844,6.4244
106.5,10.995,19.6869,6.4337
106.6,11.0025,19.6895,6.4435
106.7,11.01,19.6911,6.4537
106.8,11.0175,19.6915,6.4634
106.9,11.0252,19.6948,6.4732
107,11.0326,19.6954,6.4838
107.1,11.04,19.6962,6.4933
107.2,11.0476,19.6988,6.5037
107.3,11.0551,19.7014,6.5136
107.4,11.0627,19.7025,6.5233
107.5,11.0701,19.7018,6.5333
107.6,11.0774,19.701,6.5433
107.7,11.0851,19.7054,6.5533
107.8,11.0925,19.7063,6.5639
107.9,11.1,19.707,6.5734
108,11.1076,19.7085,6.5831
108.1,11.1151,19.7102,6.5938
108.2,11.1225,19.7109,6.6025
108.3,11.13,19.7128,6.6127
108.4,11.1375,19.7133,6.6222
108.5,11.1452,19.7177,6.6314
108.6,11.1527,19.7178,6.6419
108.7,11.1601,19.7175,6.6509
108.8,11.1676,19.7188,6.6609
108.9,11.175,19.721,6.6719
109,11.1825,19.7222,6.6809
109.1,11.1901,19.7234,6.6909
109.2,11.1975,19.7234,6.7021
109.3,11.2051,19.7263,6.7115
109.4,11.2125,19.7257,6.7218
109.5,11.2199,19.7271,6.7321
109.6,11.2275,19.7296,6.742
109.7,11.2351,19.732,6.7525
109.8,11.2426,19.7326,6.7624
109.9,11.2501,19.7335,6.772
110,11.2575,19.7343,6.782
110.1,11.2651,19.7386,6.7918
110.2,11.2726,19.7386,6.8025
110.3,11.28,19.7388,6.8132
110.4,11.2876,19.7409,6.8225
110.5,11.2951,19.7419,6.8324
110.6,11.3025,19.7425,6.8428
110.7,11.31,19.744,6.8523
110.8,11.3175,19.7452,6.8632
110.9,11.3252,19.748,6.8738
111,11.3326,19.7471,6.8832
111.1,11.34,19.7473,6.8941
111.2,11.3475,19.7495,6.9044
111.3,11.355,19.7513,6.9149
111.4,11.3625,19.752,6.9247
111.5,11.3701,19.7544,6.9345
111.6,11.3776,19.755,6.9446
111.7,11.3852,19.7572,6.9552
111.8,11.3925,19.7563,6.9644
111.9,11.3999,19.7569,6.9744
112,11.4076,19.7604,6.9846
112.1,11.4151,19.7612,6.9942
112.2,11.4225,19.7607,7.0041
112.3,11.4301,19.7618,7.014
112.4,11.4375,19.7627,7.0231
112.5,11.445,19.7647,7.0346
112.6,11.4524,19.7641,7.0437
112.7,11.46,19.7657,7.0539
112.8,11.4677,19.7692,7.0644
112.9,11.4751,19.7699,7.0732
113,11.4825,19.7692,7.084
113.1,11.49,19.7717,7.0942
113.2,11.4975,19.7725,7.1039
113.3,11.5051,19.7753,7.1146
113.4,11.5126,19.7749,7.1259
113.5,11.52,19.775,7.1358
113.6,11.5275,19.7779,7.1463
113.7,11.535,19.7782,7.1561
113.8,11.5424,19.7781,7.1661
113.9,11.55,19.7808,7.1766
114,11.5576,19.7825,7.1861
114.1,11.5651,19.7838,7.1959
114.2,11.5724,19.7832,7.207
114.3,11.58,19.7849,7.2169
114.4,11.5877,19.7891,7.2278
114.5,11.5952,19.7891,7.2387
114.6,11.6025,19.787,7.2484
114.7,11.61,19.788,7.2593
114.8,11.6175,19.7899,7.269
114.9,11.6251,19.7921,7.2782
115,11.6325,19.7917,7.2895
115.1,11.64,19.792,7.3013
115.2,11.6477,19.7947,7.3123
115.3,11.655,19.7943,7.3231
115.4,11.6624,19.7939,7.3333
115.5,11.67,19.7969,7.344
115.6,11.6776,19.7986,7.3546
115.7,11.6851,19.7993,7.3644
115.8,11.6925,19.7984,7.3748
115.9,11.7,19.7995,7.3853
116,11.7076,19.8033,7.3947
116.1,11.7151,19.8037,7.405
116.2,11.7225,19.803,7.4155
116.3,11.7301,19.8058,7.4259
116.4,11.7377,19.8066,7.4379
116.5,11.7451,19.8069,7.4486
116.6,11.7524,19.8064,7.4597
116.7,11.76,19.8077,7.4715
116.8,11.7676,19.8111,7.4817
116.9,11.775,19.8101,7.4931
117,11.7824,19.809,7.5043
117.1,11.79,19.8118,7.5143
117.2,11.7976,19.8143,7.5251
117.3,11.805,19.8149,7.5354
117.4,11.8125,19.8153,7.546
117.5,11.8201,19.8162,7.5562
117.6,11.8277,19.8179,7.5664
117.7,11.835,19.8171,7.5766
117.8,11.8424,19.8171,7.587
117.9,11.8501,19.8213,7.5968
118,11.8577,19.8225,7.6071
118.1,11.8651,19.8216,7.6176
118.2,11.8725,19.8202,7.6273
118.3,11.88,19.8212,7.6378
118.4,11.8875,19.8238,7.648
118.5,11.895,19.8239,7.6575
118.6,11.9024,19.8236,7.6681
118.7,11.9101,19.827,7.679
118.8,11.9177,19.8274,7.6886
118.9,11.925,19.8272,7.6995
119,11.9325,19.8275,7.7092
119.1,11.9401,19.8297,7.7195
119.2,11.9477,19.8321,7.7309
119.3,11.9551,19.8312,7.7405
119.4,11.9624,19.8294,7.7512
119.5,11.9701,19.8332,7.7618
119.6,11.9775,19.8339,7.7713
119.7,11.985,19.8339,7.7817
119.8,11.9925,19.8337,7.7923
119.9,12.0001,19.8356,7.8022
120,12.0076,19.8366,7.8129
120.1,12.0149,19.8364,7.8227
120.2,12.0224,19.8367,7.8323
120.3,12.0301,19.8409,7.844
120.4,12.0376,19.8413,7.8542
120.5,12.045,19.84,7.8636
120.6,12.0525,19.8404,7.8746
120.7,12.06,19.8428,7.8844
120.8,12.0676,19.8448,7.8951
120.9,12.075,19.844,7.9059
121,12.0824,19.8431,7.9158
121.1,12.0902,19.8471,7.927
121.2,12.0976,19.8467,7.9372
121.3,12.105,19.8449,7.947
121.4,12.1125,19.8459,7.9579
121.5,12.1201,19.8487,7.9687
121.6,12.1277,19.8505,7.9792
121.7,12.1351,19.8488,7.99
121.8,12.1425,19.8475,8.0002
121.9,12.1501,19.8519,8.011
122,12.1576,19.8515,8.0232
122.1,12.165,19.8517,8.0332
122.2,12.1726,19.8527,8.0438
122.3,12.1802,19.8543,8.0546
122.4,12.1876,19.8548,8.0648
122.5,12.195,19.8539,8.0751
122.6,12.2024,19.8532,8.0855
122.7,12.2101,19.8577,8.0961
122.8,12.2176,19.8573,8.1073
122.9,12.225,19.8563,8.1174
123,12.2325,19.8566,8.1275
123.1,12.24,19.8584,8.1391
123.2,12.2475,19.8598,8.1491
123.3,12.255,19.86,8.1595
123.4,12.2625,19.8598,8.1719
123.5,12.2702,19.8638,8.1825
123.6,12.2777,19.8633,8.1934
123.7,12.285,19.8616,8.2043
123.8,12.2925,19.8629,8.2145
123.9,12.3001,19.8644,8.2256
124,12.3076,19.8648,8.2368
124.1,12.315,19.8639,8.2464
124.2,12.3224,19.8634,8.2596
124.3,12.3301,19.8666,8.2714
124.4,12.3375,19.8665,8.2832
124.5,12.3449,19.8659,8.2949
124.6,12.3526,19.8677,8.3058
124.7,12.3601,19.8689,8.317
124.8,12.3676,19.8694,8.3284
124.9,12.375,19.8681,8.3384
125,12.3825,19.8684,8.3501
125.1,12.3901,19.8723,8.3614
125.2,12.3976,19.8722,8.3715
125.3,12.4051,19.8708,8.3828
125.4,12.4126,19.8721,8.3938
125.5,12.4201,19.8724,8.4045
125.6,12.4275,19.8727,8.4157
125.7,12.435,19.8724,8.4268
125.8,12.4425,19.8726,8.4374
125.9,12.4501,19.875,8.4488
126,12.4575,19.8742,8.4591
126.1,12.4649,19.8733,8.4697
126.2,12.4725,19.8758,8.4818
126.3,12.4801,19.8771,8.4927
126.4,12.4876,19.8774,8.5048
126.5,12.4951,19.8774,8.5169
126.6,12.5026,19.8782,8.5271
126.7,12.5101,19.8794,8.5392
126.8,12.5175,19.8794,8.5506
126.9,12.525,19.8786,8.5618
127,12.5326,19.8807,8.5734
127.1,12.5401,19.8804,8.5842
127.2,12.5475,19.8804,8.595
127.3,12.555,19.8807,8.6072
127.4,12.5625,19.8805,8.6173
127.5,12.5701,19.8824,8.6287
127.6,12.5775,19.8811,8.64
127.7,12.5849,19.8797,8.6504
127.8,12.5926,19.8828,8.6617
127.9,12.6,19.8833,8.6729
128,12.6075,19.8844,8.684
128.1,12.6151,19.8852,8.6959
128.2,12.6226,19.8859,8.7073
128.3,12.6302,19.8864,8.7183
128.4,12.6376,19.885,8.7306
128.5,12.6449,19.8833,8.7413
128.6,12.6526,19.8871,8.7524
128.7,12.6601,19.8874,8.7646
128.8,12.6676,19.8868,8.7754
128.9,12.675,19.8855,8.7874
129,12.6825,19.8863,8.7998
129.1,12.69,19.8876,8.8111
129.2,12.6975,19.8879,8.8227
129.3,12.705,19.8871,8.8342
129.4,12.7127,19.8905,8.8454
129.5,12.7201,19.8896,8.858
129.6,12.7275,19.8888,8.87
129.7,12.735,19.8897,8.8811
129.8,12.7426,19.8915,8.8933
129.9,12.7501,19.8918,8.9049
130,12.7576,19.8909,8.9158
130.1,12.765,19.8888,8.928
130.2,12.7726,19.8916,8.9399
130.3,12.78,19.8904,8.9515
130.4,12.7874,19.8894,8.9634
130.5,12.795,19.8906,8.9749
130.6,12.8026,19.8924,8.987
130.7,12.8101,19.8919,8.9984
130.8,12.8175,19.8919,9.0092
130.9,12.825,19.891,9.0221
131,12.8326,19.8935,9.0339
131.1,12.8401,19.8931,9.0451
131.2,12.8476,19.8923,9.0569
131.3,12.8551,19.8924,9.0689
131.4,12.8626,19.8928,9.0801
131.5,12.8699,19.8924,9.0926
131.6,12.8775,19.8939,9.1045
131.7,12.885,19.8931,9.1167
131.8,12.8927,19.8951,9.1287
131.9,12.9,19.8926,9.1401
132,12.9075,19.8919,9.152
132.1,12.915,19.8927,9.1636
132.2,12.9225,19.8935,9.1752
132.3,12.93,19.8938,9.1877
132.4,12.9376,19.8946,9.1997
132.5,12.9451,19.8941,9.2114
132.6,12.9527,19.8963,9.2235
132.7,12.96,19.8941,9.2352
132.8,12.9675,19.8945,9.2469
132.9,12.9751,19.8962,9.2593
133,12.9826,19.8961,9.2713
133.1,12.99,19.894,9.2832
133.2,12.9975,19.8939,9.2954
133.3,13.005,19.8932,9.3072
133.4,13.0126,19.8953,9.3197
133.5,13.02,19.8934,9.3321
133.6,13.0275,19.893,9.3434
133.7,13.0351,19.8941,9.3559
133.8,13.0426,19.8938,9.3681
133.9,13.05,19.893,9.3791
134,13.0576,19.8937,9.393
134.1,13.0651,19.8931,9.4048
134.2,13.0727,19.8948,9.4173
134.3,13.0801,19.8926,9.4298
134.4,13.0875,19.8916,9.4414
134.5,13.0951,19.8929,9.4545
134.6,13.1026,19.8921,9.4667
134.7,13.11,19.8902,9.4783
134.8,13.1176,19.891,9.4911
134.9,13.125,19.8894,9.5032
135,13.1325,19.8897,9.515
135.1,13.1398,19.8877,9.527
135.2,13.1474,19.8898,9.5396
135.3,13.1551,19.8923,9.5524
135.4,13.1627,19.892,9.5647
135.5,13.17,19.8893,9.5767
135.6,13.1775,19.8896,9.5884
135.7,13.1851,19.8898,9.6012
135.8,13.1926,19.8906,9.6134
135.9,13.2001,19.8887,9.626
136,13.2076,19.8873,9.6385
136.1,13.2151,19.8881,9.6507
136.2,13.2225,19.886,9.6647
136.3,13.2299,19.8841,9.6771
136.4,13.2375,19.8849,9.6898
136.5,13.245,19.8843,9.703
136.6,13.2526,19.8847,9.7156
136.7,13.26,19.8819,9.7278
136.8,13.2675,19.881,9.7418
136.9,13.2751,19.8835,9.7544
137,13.2826,19.8822,9.7683
137.1,13.29,19.8801,9.7817
137.2,13.2976,19.8798,9.7943
137.3,13.3052,19.879,9.8077
137.4,13.3126,19.8779,9.8206
137.5,13.32,19.8755,9.8332
137.6,13.3275,19.8742,9.8462
137.7,13.3351,19.8753,9.8591
137.8,13.3425,19.8726,9.8725
137.9,13.3499,19.8697,9.8853
138,13.3575,19.8703,9.8981
138.1,13.3651,19.8706,9.9109
138.2,13.3726,19.8691,9.9247
138.3,13.38,19.8666,9.9367
138.4,13.3875,19.8651,9.9504
138.5,13.3952,19.8653,9.9634
138.6,13.4025,19.8628,9.9757
138.7,13.4099,19.8601,9.9893
138.8,13.4176,19.8623,10.0023
138.9,13.4252,19.8617,10.0153
139,13.4326,19.8588,10.0284
139.1,13.44,19.8549,10.0422
139.2,13.4475,19.8536,10.0546
139.3,13.4551,19.8544,10.0688
139.4,13.4625,19.852,10.0814
139.5,13.4699,19.8481,10.0949
139.6,13.4776,19.8475,10.1084
139.7,13.4851,19.846,10.1217
139.8,13.4925,19.8441,10.1351
139.9,13.5,19.8422,10.1486
140,13.5076,19.8408,10.1619
140.1,13.5152,19.8407,10.1763
140.2,13.5226,19.8368,10.1889
140.3,13.53,19.8325,10.2026
140.4,13.5376,19.8326,10.2172
140.5,13.5451,19.831,10.2313
140.6,13.5526,19.8279,10.2448
140.7,13.56,19.8244,10.2587
140.8,13.5675,19.8216,10.2717
140.9,13.5751,19.8205,10.2854
141,13.5825,19.8176,10.2995
141.1,13.5899,19.8148,10.3125
141.2,13.5976,19.8157,10.3274
141.3,13.6051,19.8129,10.341
141.4,13.6125,19.809,10.3546
141.5,13.62,19.8061,10.3692
141.6,13.6276,19.8056,10.3823
141.7,13.6351,19.8047,10.3964
141.8,13.6425,19.8002,10.4109
141.9,13.6499,19.7951,10.4241
142,13.6576,19.7947,10.4388
142.1,13.665,19.7909,10.4539
142.2,13.6724,19.7869,10.4683
142.3,13.6799,19.7845,10.4834
142.4,13.6875,19.7838,10.4978
142.5,13.6951,19.7811,10.5121
142.6,13.7025,19.7763,10.5267
142.7,13.7099,19.7716,10.5405
142.8,13.7176,19.7718,10.5548
142.9,13.7251,19.7684,10.569
143,13.7326,19.7643,10.5832
143.1,13.7402,19.7605,10.5978
143.2,13.7477,19.7567,10.6125
143.3,13.7551,19.7526,10.6257
143.4,13.7625,19.7473,10.6407
143.5,13.7699,19.7426,10.6551
143.6,13.7777,19.7425,10.6698
143.7,13.7851,19.7376,10.6848
143.8,13.7925,19.7313,10.6988
143.9,13.8,19.7268,10.7139
144,13.8075,19.7245,10.7291
144.1,13.8151,19.7211,10.7429
144.2,13.8225,19.7155,10.7583
144.3,13.83,19.7099,10.7729
144.4,13.8377,19.7078,10.7871
144.5,13.8451,19.7016,10.803
144.6,13.8525,19.6955,10.8173
144.7,13.8601,19.6914,10.832
144.8,13.8677,19.6877,10.847
144.9,13.8752,19.6826,10.8614
145,13.8825,19.6744,10.8758
145.1,13.8899,19.6668,10.8912
145.2,13.8976,19.6653,10.9049
145.3,13.9051,19.659,10.9201
145.4,13.9125,19.6515,10.9354
145.5,13.92,19.6462,10.9499
145.6,13.9276,19.6402,10.9648
145.7,13.935,19.6333,10.9796
145.8,13.9424,19.626,10.9941
145.9,13.9499,19.6201,11.0094
146,13.9577,19.6175,11.0244
146.1,13.9652,19.6094,11.0401
146.2,13.9725,19.5987,11.0553
146.3,13.9801,19.5909,11.0704
146.4,13.9876,19.5847,11.0865
146.5,13.9951,19.5773,11.1025
146.6,14.0025,19.5687,11.117
146.7,14.01,19.5593,11.1332
146.8,14.0176,19.5532,11.1485
146.9,14.025,19.5436,11.1627
147,14.0324,19.5338,11.1787
147.1,14.04,19.5267,11.1937
147.2,14.0476,19.5195,11.209
147.3,14.0551,19.5094,11.2248
147.4,14.0625,19.4991,11.2398
147.5,14.07,19.4885,11.2549
147.6,14.0776,19.482,11.271
147.7,14.0851,19.4716,11.2857
147.8,14.0926,19.4595,11.3011
147.9,14.1001,19.4485,11.3172
148,14.1076,19.4371,11.3316
148.1,14.115,19.4255,11.3475
148.2,14.1224,19.4144,11.3636
148.3,14.13,19.4031,11.3793
148.4,14.1376,19.3933,11.396
148.5,14.1451,19.3793,11.412
148.6,14.1525,19.3648,11.4274
148.7,14.1601,19.3532,11.4439
148.8,14.1676,19.3406,11.4593
148.9,14.1751,19.3266,11.4755
149,14.1825,19.312,11.4912
149.1,14.1901,19.2975,11.5068
149.2,14.1977,19.2847,11.5232
149.3,14.2051,19.2687,11.5386
149.4,14.2125,19.2513,11.5549
149.5,14.2201,19.2374,11.5719
149.6,14.2276,19.2203,11.5872
149.7,14.235,19.202,11.6036
149.8,14.2425,19.1839,11.6196
149.9,14.25,19.1671,11.6349
150,14.2575,19.1524,11.6514
150.1,14.265,19.1332,11.668
150.2,14.2725,19.1125,11.6836
150.3,14.2802,19.0939,11.7005
150.4,14.2877,19.0724,11.7169
150.5,14.2951,19.0506,11.733
150.526,14.297,18.9189,11.7376
150.527,14.2971,18.7703,11.7417
150.528,14.2972,18.5609,11.7513
150.529,14.2973,18.2994,11.7673
150.53,14.2973,17.9912,11.7886
150.531,14.2974,17.6387,11.815
150.532,14.2975,17.2454,11.848
150.533,14.2976,16.8175,11.8891
150.534,14.2977,16.3621,11.9383
150.535,14.2978,15.8856,11.9943
