Time,Displacement,Force,Strain 1
(s),(mm),(kN),(%)
84.8,6.3569,23.4234,5.5938
84.9,6.3642,23.422,5.6048
85,6.3717,23.4205,5.6159
85.1,6.3792,23.4202,5.6277
85.2,6.3868,23.4217,5.6391
85.3,6.3943,23.4216,5.651
85.4,6.4017,23.4178,5.6623
85.5,6.4091,23.4143,5.6735
85.6,6.4168,23.4208,5.6841
85.7,6.4242,23.418,5.6955
85.8,6.4317,23.4161,5.7074
85.9,6.4392,23.4148,5.7188
86,6.4468,23.4156,5.731
86.1,6.4542,23.4155,5.7428
86.2,6.4617,23.4146,5.7539
86.3,6.4691,23.4125,5.765
86.4,6.4768,23.4172,5.7767
86.5,6.4842,23.4144,5.7877
86.6,6.4916,23.4129,5.7992
86.7,6.4992,23.4129,5.8115
86.8,6.5067,23.4146,5.8234
86.9,6.5142,23.4142,5.8348
87,6.5217,23.4113,5.8463
87.1,6.5291,23.4086,5.8582
87.2,6.5368,23.4116,5.8694
87.3,6.5441,23.41,5.8814
87.4,6.5516,23.4086,5.8937
87.5,6.5593,23.4084,5.9066
87.6,6.5668,23.4093,5.9174
87.7,6.5742,23.4075,5.9293
87.8,6.5818,23.4063,5.9406
87.9,6.5892,23.4034,5.9525
88,6.5968,23.4094,5.9641
88.1,6.6042,23.4061,5.9767
88.2,6.6116,23.4024,5.9889
88.3,6.6192,23.4037,6.0009
88.4,6.6267,23.4051,6.0125
88.5,6.6342,23.404,6.0241
88.6,6.6417,23.4017,6.0356
88.7,6.6492,23.4,6.0471
88.8,6.6568,23.4028,6.06
88.9,6.6641,23.3976,6.0721
89,6.6716,23.3961,6.0836
89.1,6.6792,23.3983,6.0959
89.2,6.6867,23.4004,6.1081
89.3,6.6942,23.3989,6.1198
89.4,6.7018,23.3989,6.1317
89.5,6.7093,23.3961,6.1438
89.6,6.7168,23.3986,6.1565
89.7,6.7241,23.395,6.1687
89.8,6.7316,23.394,6.1806
89.9,6.7393,23.3971,6.1924
90,6.7468,23.3959,6.2042
90.1,6.7542,23.3921,6.216
90.2,6.7617,23.3901,6.2288
90.3,6.7692,23.39,6.2412
90.4,6.7768,23.3928,6.2539
90.5,6.7842,23.3888,6.2665
90.6,6.7917,23.3877,6.2786
90.7,6.7993,23.3899,6.2904
90.8,6.8067,23.3892,6.3023
90.9,6.8141,23.3867,6.3152
91,6.8217,23.3875,6.3281
91.1,6.8293,23.3881,6.3414
91.2,6.8369,23.3883,6.3534
91.3,6.8442,23.3831,6.3652
91.4,6.8516,23.3807,6.3775
91.5,6.8592,23.3845,6.3901
91.6,6.8667,23.3833,6.4023
91.7,6.8741,23.3803,6.415
91.8,6.8817,23.3802,6.4285
91.9,6.8893,23.3799,6.4406
92,6.8967,23.3799,6.4527
92.1,6.9041,23.3757,6.4649
92.2,6.9116,23.3752,6.4776
92.3,6.9193,23.3804,6.4904
92.4,6.9268,23.3785,6.5032
92.5,6.9342,23.3743,6.5162
92.6,6.9417,23.3741,6.5292
92.7,6.9492,23.3757,6.5419
92.8,6.9567,23.3759,6.5541
92.9,6.9642,23.3722,6.5668
93,6.9716,23.3697,6.5798
93.1,6.9793,23.3734,6.5932
93.2,6.9866,23.3704,6.6063
93.3,6.994,23.3672,6.6194
93.4,7.0016,23.367,6.6322
93.5,7.0092,23.3683,6.6449
93.6,7.0167,23.3682,6.657
93.7,7.0241,23.3643,6.6698
93.8,7.0316,23.3638,6.6822
93.9,7.0393,23.3684,6.6954
94,7.0468,23.3655,6.7079
94.1,7.0541,23.3616,6.7194
94.2,7.0618,23.3621,6.732
94.3,7.0693,23.3631,6.744
94.4,7.0767,23.3619,6.7562
94.5,7.0841,23.3583,6.7693
94.6,7.0917,23.3568,6.7822
94.7,7.0993,23.3597,6.7941
94.8,7.1067,23.356,6.8058
94.9,7.1141,23.352,6.8182
95,7.1217,23.3542,6.8303
95.1,7.1293,23.3561,6.843
95.2,7.1367,23.3549,6.856
95.3,7.1442,23.3506,6.869
95.4,7.1517,23.3496,6.8814
95.5,7.1593,23.3537,6.894
95.6,7.1667,23.3511,6.9059
95.7,7.1741,23.3474,6.9183
95.8,7.1817,23.3494,6.9311
95.9,7.1893,23.3492,6.944
96,7.1967,23.3459,6.9569
96.1,7.2041,23.3424,6.9687
96.2,7.2116,23.3425,6.9808
96.3,7.2192,23.3458,6.9929
96.4,7.2267,23.3428,7.005
96.5,7.2341,23.3385,7.0183
96.6,7.2418,23.3414,7.0314
96.7,7.2493,23.3408,7.044
96.8,7.2567,23.339,7.0561
96.9,7.2642,23.3376,7.0699
97,7.2717,23.3377,7.0824
97.1,7.2794,23.3404,7.0958
97.2,7.2868,23.3354,7.1088
97.3,7.2941,23.3305,7.1217
97.4,7.3018,23.3347,7.1348
97.5,7.3093,23.3338,7.1474
97.6,7.3167,23.3295,7.1602
97.7,7.3241,23.3259,7.1727
97.8,7.3317,23.3273,7.1851
97.9,7.3393,23.3291,7.1989
98,7.3466,23.3247,7.212
98.1,7.3541,23.3229,7.2243
98.2,7.3618,23.3277,7.2369
98.3,7.3694,23.3256,7.2493
